관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11350-00016,공릉동,근린공원,서울특별시 노원구 화랑로 540 (공릉동),공릉 63,37.621011,127.086191,11540.0,,,"정자, 운동장, 화장실",,,,,,2021-09-13
11350-00017,가재울,근린공원,서울 노원구 동일로210길 86,중계 515-4,37.648772,127.066378,10483.9,,,"게이트볼장, 정자, 화장실",,,,,,2021-09-13
11350-00018,초안산<시공원>,근린공원,서울 노원구 마들로5길 91,월계 산1,37.644627,127.050756,950643.0,,,"체육시설, 캠핑장 등",,,,,,2021-09-13
11350-00019,한글비,근린공원,서울 노원구 노원로18길 41,하계 288-2,,127.074375,13614.5,,,"조합놀이대, 파고라, 광장",,,,,,2021-09-13
11350-00020,비석골,근린공원,서울특별시 노원구 월계로45가길 57 (월계동),월계로45가길 57,37.63120699,127.0502962,10022.0,,,"정자, 조합놀이대, 배드민턴장",,,,,,2021-09-13
11350-00021,벽  운,근린공원,서울특별시 노원구 동일로248가길 17 (상계동),동일로248가길 1,37.68028549,127.0571649,13142.9,,,"정자, 광장, 산책로, 화장실",,,,,,2021-09-13
11350-00022,달맞이,근린공원,서울특별시 노원구 덕릉로 483 (중계동),덕릉로 483,37.64560941,127.0627148,8838.9,,,"교통공원시설, 조합놀이대, 화장실",,,,,,2021-09-13
11350-00023,솔  밭,근린공원,"서울특별시 노원구 화랑로51길 17 (공릉로, 화랑타운아파트)",화랑로51길 17,37.62307787,127.0893658,11459.1,,,"파고라, 체육시설",,,,,,2021-09-13
11350-00024,한  내,근린공원,서울특별시 노원구 마들로 86 (월계동),마들로 86,37.62358892,127.0687828,20300.0,,,"분수, 체육시설, 조합놀이대, 화장실",,,,,,2021-09-13
11350-00025,장암지구,근린공원,"서울특별시 노원구 누원로 18 (상계동, 수락리버시티4단지)",누원로 18,37.68621458,127.0528727,8075.0,,,"광장, 정자",,,,,,2021-09-13
11350-00026,영축산              <시공원>,근린공원,서울특별시 노원구 광운로 141(월계동),월계 산108,37.62834719,127.057541,260500.0,,,"유아숲체험장, 광장 등",,,,,,2021-09-13
11350-00027,돌곶이,어린이공원,서울특별시 노원구 석계로13길 23-10,광운로 20,37.6199195,127.0613588,954.0,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00028,벼  루,어린이공원,서울특별시 노원구 광운로1길 24 (월계동),광운로1길 24,37.61923977,127.0565452,327.0,,,조합놀이대,,,,,,2021-09-13
11350-00029,소곶네,어린이공원,서울 노원구 석계로13길 6-20,월계 411-47,37.621223,127.061511,814.0,,,"조합놀이대, 의자, 철봉",,,,,,2021-09-13
11350-00030,연천내,어린이공원,서울 노원구 석계로15길 17,월계 411-50,37.622475,127.061115,152.0,,,"조합놀이대, 의자, 흔들놀이",,,,,,2021-09-13
11350-00031,월  계,어린이공원,서울 노원구 석계로13길 35,월계 429-44,37.620463,,858.0,,,"파고라, 의자",,,,,,2021-09-13
11350-00032,새나라,어린이공원,서울특별시 노원구 동일로179길22 (공릉동),동일로179길 22,37.62204782,127.0727758,992.1,,,"조합놀이대, 의자",,,,,,2021-09-13
11350-00033,해오라기,어린이공원,서울 노원구 동일로186길 53-26,공릉 503-17,37.626075,127.076269,959.7,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00034,옹달샘,어린이공원,서울 노원구 노원로1바길 6,공릉 270-4,37.620616,127.080912,341.0,,,"조합놀이대, 그네, 의자",,,,,,2021-09-13
11350-00035,나  래,어린이공원,서울 노원구 동일로191가길 37,공릉 380-4,,127.070626,996.7,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00036,씨  알,어린이공원,서울 노원구 동일로196길 26,공릉 371-1,37.627948,,991.3,,,"조합놀이대, 철봉, 의자",,,,,,2021-09-13
11350-00037,개  미,어린이공원,서울 노원구 공릉로 115-1,공릉 589-4,37.620875,127.077792,973.5,,,"조합놀이대, 의자, 음수대",,,,,,2021-09-13
11350-00038,별  빛,어린이공원,서울 노원구 동일로175길 39,공릉 690-1,37.619274,127.072179,132.5,,,"조합놀이대, 의자",,,,,,2021-09-13
11350-00039,공  작,어린이공원,서울특별시 노원구 공릉로58나길 14 (하계동),공릉로58나길 14,37.63626171,127.0737468,255.0,,,"조합놀이대, 의자",,,,,,2021-09-13
11350-00040,목  련,어린이공원,서울 노원구 공릉로58다길 5,하계 167-12,37.636208,127.074429,112.0,,,의자,,,,,,2021-09-13
11350-00041,전주동,어린이공원,서울 노원구 한글비석로20길 10,중계 154-9,37.659759,127.073652,288.0,,,"조합놀이대, 의자",,,,,,2021-09-13
11350-00042,당  현,어린이공원,서울 노원구 덕릉로83길 12,중계 154-7,37.660449,127.074849,274.0,,,조합놀이대,,,,,,2021-09-13
11350-00043,무궁화,어린이공원,서울 노원구 한글비석로46길 44,상계 135-77,37.665643,127.069377,561.0,,,"조합놀이대, 의자, 급수대",,,,,,2021-09-13
11350-00044,샛  말,어린이공원,서울 노원구 동일로242라길 15-4,상계 1116-50,37.676184,,331.0,,,"조합놀이대, 흔들의자",,,,,,2021-09-13
11350-00045,호돌이,어린이공원,서울 노원구 동일로227길 86,상계 622,37.668711,127.051065,1500.1,,,"미끄럼대, 그네, 조합놀이대, 음수대",,,,,,2021-09-13
11350-00046,산철쭉,어린이공원,서울 노원구 동일로 1593,상계 625,37.670672,127.055457,1500.0,,,"미끄럼대, 그네, 화장실",,,,,,2021-09-13
11350-00047,삼  들,어린이공원,"서울특별시 노원구 동일로227길 86(상계동, 상계주공16단지아파트)",상계 623,37.670404,127.0527266,1500.0,,,"조합놀이대, 의자, 화장실",,,,,,2021-09-13
11350-00048,개나리,어린이공원,"서울특별시 노원구 동일로 228길 23(상계동, 상계주공14단지아파트)",동일로228길 23,37.66985723,127.0587456,1506.0,,,"미끄럼대, 의자, 조합놀이대, 음수전",,,,,,2021-09-13
11350-00049,봉숭아,어린이공원,서울특별시 노원구 한글비석로 25길 22,상계 628,37.66045209,127.0701063,1499.6,,,"미끄럼대, 그네, 조합놀이대",,,,,,2021-09-13
11350-00050,두루미,어린이공원,"서울특별시 노원구 동일로227길 85(상계동, 상계주공11단지아파트)",상계 656-1,37.66649572,127.0523447,3580.0,,,"미끄럼대, 의자, 화장실",,,,,,2021-09-13
11350-00051,참  새,어린이공원,서울특별시 노원구 동일로227길 49(상계동),상계 652-3,37.66595352,127.054659,1500.1,,,"파고라, 의자",,,,,,2021-09-13
11350-00052,햇  빛,어린이공원,서울특별시 노원구 상계로 37길 36,상계 646,37.67163547,127.0802081,1631.2,,,"조합놀이대, 음수대, 그네, 화장실",,,,,,2021-09-13
11350-00053,종달새,어린이공원,서울 노원구 수락산로 131,상계 636,,127.062134,4051.0,,,"조합놀이대, 음수대, 파고라, 화장실",,,,,,2021-09-13
11350-00054,상록수,어린이공원,서울특별시 노원구 한글비석로 25길 19,상계 663,37.66040664,127.0703242,2130.0,,,"미끄럼대, 파고라, 화장실",,,,,,2021-09-13
11350-00055,반  디,어린이공원,서울 노원구 노원로 564,상계 665,37.663114,127.054325,1500.0,,,"미끄럼대, 의자, 화장실",,,,,,2021-09-13
11350-00056,민들레,어린이공원,서울 노원구 노원로 564,상계 667,37.662832,127.056156,1780.2,,,"조합놀이대, 음수대, 의자, 화장실",,,,,,2021-09-13
11350-00057,달  빛,어린이공원,서울특별시 노원구 노원로 532,노원로 532,37.66461677,127.0598168,1500.0,,,"미끄럼대, 파고라, 화장실",,,,,,2021-09-13
11350-00058,용  화,어린이공원,서울 노원구 동일로221길 32,상계 695-1,37.659215,127.056661,1500.0,,,"미끄럼대, 그네, 조합놀이대, 음수대",,,,,,2021-09-13
11350-00059,온  곡,어린이공원,서울특별시 노원구 동일로 1456,동일로 1456,37.66067691,127.0614956,1500.1,,,"미끄럼대, 화장실",,,,,,2021-09-13
11350-00060,한아름,어린이공원,서울 노원구 상계로1길 38,상계 692-3,37.657597,127.061419,1500.2,,,"조합놀이대, 음수대, 파고라",,,,,,2021-09-13
11350-00061,채송화,어린이공원,서울특별시 노원구 동일로 215길 48,상계 737-1,37.65081661,127.0561522,1500.0,,,"조합놀이대, 의자, 화장실",,,,,,2021-09-13
11350-00062,기  린,어린이공원,서울특별시 노원구 동일로 215길 48,상계 737-3,37.65081661,127.0561522,1500.1,,,"파고라, 조합놀이대, 의자, 화장실",,,,,,2021-09-13
11350-00063,엄  지,어린이공원,서울 노원구 동일로216길 47,상계 720-4,37.663904,127.070802,1500.1,,,"파고라, 조합놀이대, 음수대",,,,,,2021-09-13
11350-00064,소  망,어린이공원,서울 노원구 노해로 508,상계 720-1,37.657044,127.063773,1500.0,,,"스페이스네트, 조합놀이대",,,,,,2021-09-13
11350-00065,까  치,어린이공원,서울 노원구 동일로213길 52,상계 741-1,37.649189,,1500.2,,,"조합놀이대, 의자",,,,,,2021-09-13
11350-00066,감나무,어린이공원,서울특별시 노원구 동일로 213길 52,상계 742-2,37.64826016,127.0582136,1500.3,,,"파고라, 조합놀이대, 음수대, 화장실",,,,,,2021-09-13
11350-00067,신기루,어린이공원,서울특별시 노원구 동일로 214길 2-2,동일로214길 2,37.64894575,127.0623792,1500.1,,,"미끄럼대, 그네",,,,,,2021-09-13
11350-00068,물보라,어린이공원,서울 노원구 동일로216길 92,상계 756,37.651419,127.066706,1500.1,,,"미끄럼대, 그네",,,,,,2021-09-13
11350-00069,선  녀,어린이공원,"서울특별시 노원구 덕릉로 459-21(상계동, 상계주공1단지아파트)",상계 767-2,37.64630799,127.0589575,1500.2,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00070,사  랑,어린이공원,서울특별시 노원구 동일로 213길 21,상계 765-1,37.64771001,127.0600193,2540.3,,,"파고라, 조합놀이대, 의자, 음수대",,,,,,2021-09-13
11350-00071,들국화,어린이공원,서울특별시 노원구 동일로207길 50(중계동),중계 501,37.64282684,127.0612846,3413.6,,,"조합놀이대, 그네, 의자, 화장실",,,,,,2021-09-13
11350-00072,백  합,어린이공원,서울 노원구 노원로 331,중계 514-4,,127.063877,4924.2,,,"파고라, 조합놀이대, 의자, 화장실",,,,,,2021-09-13
11350-00073,해바라기,어린이공원,서울 노원구 공릉로59가길 28,하계 277,37.635775,127.071745,4504.0,,,"조합놀이대, 화장실, 파고라, 운동장",,,,,,2021-09-13
11350-00074,하  계,어린이공원,서울 노원구 공릉로55길 88,하계 273-3,37.632545,127.068884,6128.9,,,"조합놀이대, 그네, 시소, 화장실",,,,,,2021-09-13
11350-00075,중  현,어린이공원,서울 노원구 섬밭로 181,하계 272-1,37.632125,127.065536,7123.5,,,"파고라, 조합놀이대, 화장실",,,,,,2021-09-13
11350-00076,중  평,어린이공원,서울 노원구 섬밭로 241,하계 271-1,37.637209,127.063565,5840.5,,,"파고라, 조합놀이대, 화장실",,,,,,2021-09-13
11350-00077,꿈나라,어린이공원,서울 노원구 덕릉로76길 29,중계 358-1,37.645726,127.063897,1623.0,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00078,새  싹,어린이공원,서울 노원구 중계로 230,중계 359-2,37.653291,127.076551,1516.9,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00079,천  보,어린이공원,서울특별시 노원구 중계로184,중계로 184,37.65110792,127.0795991,1504.1,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00080,다람쥐,어린이공원,서울특별시 노원구 중계로19길 48(중계동),중계 360-3,37.64906203,127.0759522,1500.1,,,"파고라, 조합놀이대, 의자, 그네",,,,,,2021-09-13
11350-00081,광  석,어린이공원,서울 노원구 중계로 155,중계 364-11,37.649149,,1603.1,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00082,꿈동산,어린이공원,서울특별시 노원구 노원로 22길 34,노원로22길 34,37.64636938,127.0727769,1491.6,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00083,뻐꾸기,어린이공원,서울 노원구 노원로16길 15,하계 256-3,37.642702,127.074639,1540.2,,,"조합놀이대, 의자",,,,,,2021-09-13
11350-00084,앵무새,어린이공원,"서울특별시 노원구 한글비석로 91(하계동, 하계1차청구아파트)",하계 251-13,37.63982606,127.0711674,1614.1,,,"조합놀이대, 파고라",,,,,,2021-09-13
11350-00085,이  화,어린이공원,서울 노원구 한글비석로8길 42,중계 363-8,37.645653,127.063918,1550.7,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00086,곰돌이,어린이공원,"서울특별시 노원구 한글비석로 151(하계동, 한신동성아파트)",하계1동256-6,37.64133774,127.0756469,1477.8,,,"조합놀이대, 의자",,,,,,2021-09-13
11350-00087,갓바위,어린이공원,서울 노원구 한글비석로14길 8,중계 369-6,37.659422,127.078291,1538.1,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00088,국  화,어린이공원,서울 노원구 공릉로58길 148,하계 252-11,37.637236,127.076206,1495.6,,,"조합놀이대, 의자, 화장실",,,,,,2021-09-13
11350-00089,매  봉,어린이공원,서울특별시 노원구 월계로 55길 49,월계로55길 49,37.63323384,127.059006,1587.0,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00090,나팔꽃,어린이공원,서울특별시 노원구 월계로 372,월계로 372,37.62924721,127.0596641,3115.3,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00091,연  촌,어린이공원,서울 노원구 마들로3길 19,월계 322-4,37.628506,127.062649,1509.7,,,"파고라, 조합놀이대, 의자, 음수대",,,,,,2021-09-13
11350-00092,비둘기,어린이공원,서울 노원구 섬밭로 144,공릉 708-1,37.630056,127.069333,3382.6,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00093,각  심,어린이공원,서울 노원구 초안산로1길 18,월계2동 555,37.629492,127.051492,4664.4,,,"파고라, 조합놀이대, 의자, 물놀이시설",,,,,,2021-09-13
11350-00094,햇 살,어린이공원,서울 노원구 월계로45길 28,월계 563,37.627294,,2040.7,,,"파고라, 조합놀이대, 의자, 그네",,,,,,2021-09-13
11350-00095,연  지,어린이공원,서울 노원구 월계로 325,월계 564,37.628223,127.053326,3847.1,,,"파고라, 조합놀이대, 의자, 화장실",,,,,,2021-09-13
11350-00096,효  성,어린이공원,화랑로 556,화랑로 556,37.621233,127.088325,1500.0,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00097,초  안,어린이공원,초안산로5길 22,월계 775-1,37.633968,127.051593,1479.1,,,"파고라, 조합놀이대, 음수대",,,,,,2021-09-13
11350-00098,안  골,어린이공원,월계로45가길 94,월계 781-1,37.630951,127.051435,1473.9,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00099,새마을,어린이공원,동일로245길 56,상계 1257-1,37.679354,127.052508,1307.8,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00100,샘  터,어린이공원,동일로245길 162,상계 1255-1,37.681559,,1500.0,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00101,늘푸른,어린이공원,동일로250길 18,상계 1265-1,37.680681,127.056433,1502.0,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00102,샛  별,어린이공원,동일로250길 17,동일로250길 1,37.682985,,1500.0,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00103,은하수,어린이공원,우이천로 102,우이천로 102,37.629994,,1500.2,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00104,코스모스,어린이공원,덕릉로118길 29,상계 1293-2,37.667745,127.083008,1385.7,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00105,철  쭉,어린이공원,동일로239나길 31,상계 1096-16,37.677909,127.051722,995.0,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00106,무지개,어린이공원,공릉로34길 18,공릉 89,37.620667,127.083239,1575.1,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00107,청  솔,어린이공원,화랑로51길 81,공릉 110-2,37.624297,127.087923,1500.1,,,"파고라, 조합놀이대, 의자",,,,,,2021-09-13
11350-00108,송  림,어린이공원,노원로 62,공릉 106-3,37.627153,127.087008,1500.3,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00109,배  꽃,어린이공원,화랑로51나길 68,공릉 123-1,37.625886,127.092799,1537.2,,,"파고라, 조합놀이대",,,,,,2021-09-13
11350-00110,불  암,어린이공원,덕릉로112길 24,상계 1275-4,37.664545,127.078662,1500.1,,,"파고라, 의자",,,,,,2021-09-13
11350-00111,장 암,어린이공원,누원로 28,상계 1312-5,37.686646,127.054065,1500.0,,,"조합놀이대, 의자, 파고라",,,,,,2021-09-13
11350-00112,꽃사슴,어린이공원,덕릉로 130길,상계 71-4,37.672626,127.084642,410.0,,,"조합놀이대, 의자",,,,,,2021-09-13
11350-00113,갈 월,어린이공원,덕릉로 126가길,덕릉로 126가길,37.669984,127.083156,751.0,,,"조합놀이대, 파고라",,,,,,2021-09-13
11350-00114,희망,어린이공원,상계로37라길,상계 111-201,37.672443,127.078763,984.0,,,의자,,,,,,2021-09-13
11350-00115,인덕마을,어린이공원,초안산로2라길 26,월계2동 277-22,37.631779,127.056928,2470.0,,,조합놀이대,,,,,,2021-09-13
11350-00116,벼루,소공원,월계로42길 97,월계동 949-3,37.620846,127.054295,990.2,,,조합놀이대,,,,,,2021-09-13
11350-00117,중계,소공원,공릉로 430,중계동 514-8,37.645138,127.067002,1358.2,,,"바닥분수, 실버카페, 광장, 화장실",,,,,,2021-09-13
11350-00118,한무리,문화공원,공릉로 265,공릉동 481-2,37.630703,127.073576,1963.7,,,"화장실, 의자",,,,,,2021-09-13
11350-00119,등나무,문화공원,동일로 1238,동일로 1238,37.641006,127.066731,23751.5,,,"북서울미술관, 팔각정, 조각품, 노원평생학습관, 바닥분수, 화장실",,,,,,2021-09-13
11350-00120,마들,체육공원,덕릉로 450,덕릉로 450,37.644092,127.058495,67108.8,,,"축구장 7,000㎡, 테니스장,",,,,,,2021-09-13
11350-00121,공릉 2,마을마당,공릉로 42길,공릉2 230-9,37.6252322,127.0824258,1614.8,,,"배드민턴장, 주차장",,,,,,2021-09-13
11350-00122,간  촌,마을마당,한글비석로 24다길,상계5 154-3,37.6637948,127.0686244,455.0,,,,,,,,,2021-09-13
11350-00123,다우리,마을마당,노원로 34길,상계5 430-19,37.6620411,127.0640185,180.0,,,,,,,,,2021-09-13
11350-00124,나누리,마을마당,한글 비석로 50길,상계5 456-145,37.6654563,127.0645187,178.0,,,,,,,,,2021-09-13
11350-00125,상계 10,마을마당,노원로 38길,상계10 675,37.6609624,127.0600221,825.2,,,,,,,,,2021-09-13
11350-00126,오장골,마을마당,한글비석로,상계5 445-2,37.6630485,127.0668825,99.0,,,,,,,,,2021-09-13
11350-00127,안  산,마을마당,한글비석로 24길,상계5 169-53,37.6623018,127.0697753,258.0,,,,,,,,,2021-09-13
11350-00128,상계 1,마을마당,동일로 1661 부근,상계1 1119-12,37.6764803,127.0528561,254.0,,,,,,,,,2021-09-13
11350-00129,상계 3,마을마당,덕릉로 774 부근,상계3 107-1861,37.6661136,127.0779886,76.0,,,,,,,,,2021-09-13
11350-00130,공릉2(산업대앞),마을마당,공릉로 245 부근,공릉2 462-14,37.6305209,127.0733564,103.0,,,,,,,,,2021-09-13
11350-00131,쌈지마당,마을마당,중계로6길 82-3,중계본 16-2,37.6442217,127.0858189,992.0,,,,,,,,,2021-09-13
11350-00132,"우체국 옆(엠코, 태릉입구 5번 출구)",마을마당,동일로 986,공릉1동 670-20외,37.6185097,127.0739979,487.7,,,,,,,,,2021-09-13
11350-00133,노원역 역사문화마당,마을마당,노해로 75길,상계2동 839-1,37.6544716,127.0558664,250.0,,,,,,,,,2021-09-13
11350-00134,양지마을마당,마을마당,덕릉로 583 부근,중계1 580-2,37.6504711,127.0687971,563.7,,,,,,,,,2021-09-13
11350-00135,공릉3동소공원,마을마당,동일로191가길 59,공릉3 318-3,37.6273445,127.0667338,3000.0,,,,,,,,,2021-09-13
11350-00136,주민소통공간,마을마당,한글비석로36길 28,"상계5동 156-147,16",37.6628034,127.0691184,198.0,,,,,,,,,2021-09-13
11350-00137,성북역,마을마당,광운로19길 38,월계1동 412-1,37.6230016,127.0565438,4216.0,,,,,,,,,2021-09-13
11350-00138,샘말공원,마을마당,동일로184길 22 부근,공릉1 517-11,37.6237113,127.0730272,937.4,,,,,,,,,2021-09-13
11350-00139,산성미소지움 앞,마을마당,노원로1길 68,공릉2 224-18,37.6199177,127.0803228,113.0,,,,,,,,,2021-09-13
11350-00140,우남아파트 앞,마을마당,화랑로 355,월계1 494-9,37.6158359,127.0653765,43.0,,,,,,,,,2021-09-13
11350-00141,석계역 굴다리,마을마당,석계로8가길 2 부근,월계1 66-11,37.614357,127.063579,413.0,,,,,,,,,2021-09-13
11350-00142,월계 현대아파트앞,마을마당,석계로 49,월계1 76-1,37.6244492,127.0514471,108.0,,,,,,,,,2021-09-13
11350-00143,월계 롯데캐슬 옆,마을마당,월계로45길 21 부근,월계2동 865-5,37.6267847,127.0473737,764.0,,,,,,,,,2021-09-13
11350-00144,불암초,마을마당,중계로 178,중계본 107-8,37.650998,127.078152,412.0,,,,,,,,,2021-09-13
11350-00145,불암소공원,마을마당,한글비석로19길 28 부근,중계4 453-38,37.6583522,127.070025,1198.0,,,,,,,,,2021-09-13
11350-00146,노원골 만남의광장,마을마당,동일로242길 109 부근,상계1 1001,37.6746143,127.0594044,800.0,,,,,,,,,2021-09-13
11350-00147,천상병공원,마을마당,동일로242길 75 부근,상계1 996-27,37.6743328,127.0570198,197.0,,,,,,,,,2021-09-13
11350-00148,비콘과대망사이,마을마당,동일로242라길 21-11,상계1 1116-120,37.6766918,127.0559842,231.0,,,,,,,,,2021-09-13
11350-00149,중계1동 소공원,마을마당,덕릉로71길 5,중계1동 421-67외4,37.6499424,127.0669143,1642.0,,,,,,,,,2021-09-13
11350-00150,소방파출소,마을마당,노원로26길 111 부근,상계2 197-11,37.6588071,127.0662972,233.0,,,,,,,,,2021-09-13
11350-00151,순복음교회 뒤,마을마당,상계로10길 41-7 부근,상계2동 178-18,37.6558384,127.0666435,76.0,,,,,,,,,2021-09-13
11350-00152,순복음 목재소,마을마당,노원로 444 부근,상계2 330-41,37.6562311,127.065035,77.0,,,,,,,,,2021-09-13
11350-00153,상계2동 마을숲,마을마당,상계로10길 14,상계2 373-13,37.6568074,127.0653529,1341.0,,,,,,,,,2021-09-13
11350-00154,현대 초입,마을마당,덕릉로112길 48,상계3 107-1798,,127.0769837,110.0,,,,,,,,,2021-09-13
11350-00155,간촌 인근,마을마당,한글비석로24다길 18-2 부근,상계5 156-66,37.6629941,,41.0,,,,,,,,,2021-09-13
11350-00156,상계초,마을마당,상계2동 상계로9길 39,상계5 393-27,37.6591731,127.0638398,39.0,,,,,,,,,2021-09-13
11350-00157,계상초 인근,마을마당,한글비석로31가길 44 부근,상계5 434-8,37.6618373,127.0651416,62.0,,,,,,,,,2021-09-13
11350-00158,석계역문화공원,마을마당,화랑로 331,월계1 47-45,37.6152248,127.0617433,3900.0,,,,,,,,,2021-09-13
11350-00159,공릉가로공원,마을마당,화랑로 440-2,공릉1 657-8,37.6173359,127.0738809,8999.0,,,,,,,,,2021-09-13
11350-00160,상계 5,마을마당,한글비석로24다길 32-8 부근,상계5 155-23,37.6635348,127.0693311,417.0,,,,,,,,,2021-09-13
11350-00161,한천가로공원,마을마당,섬밭로 88 부근,공릉1 406-1,37.6242708,,7145.0,,,,,,,,,2021-09-13
11350-00162,우이천가로공원,마을마당,월계로45길 21 부근,월계2 861-3,37.6257112,127.0470189,8098.0,,,,,,,,,2021-09-13
11350-00163,월계2동쌈지(신화연립),마을마당,우이천로2길 29,월계2 912-1,37.6324586,127.0405079,164.0,,,,,,,,,2021-09-13
11350-00164,월계2동쌈지(신우빌라),마을마당,우이천로 66,월계2 877-4,37.6291395,127.0434113,561.0,,,,,,,,,2021-09-13
11350-00165,중계본동 보호수 근처,마을마당,중계로12길 39 부근,중계본 58-35,37.6464965,127.080867,105.0,,,,,,,,,2021-09-13
11350-00166,원암유치원,마을마당,중계로14라길 28 부근,중계본 90-37,37.649804,127.084306,380.0,,,,,,,,,2021-09-13
11350-00167,상계5동 쌈지마당,마을마당,한글비석로39길 16-8,상계5 167-18,37.6619714,127.0665669,137.0,,,,,,,,,2021-09-13
11350-00168,상계5동 간촌마을 가로공원,마을마당,한글비석로46가길 34 부근,상계5 458-3,37.6661168,127.0658531,1298.2,,,,,,,,,2021-09-13
11350-00169,힐링숲,마을마당,한글비석로31가길 34 부근,상계5 441-3,37.6613963,127.0653931,862.0,,,,,,,,,2021-09-13
