관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11350-00016,공릉동,근린공원,서울특별시 노원구 화랑로 540 (공릉동),공릉 63,37.621011,127.086191,11540.0,,,"정자, 운동장, 화장실",,,,,,2021-09-13
11350-00017,가재울,근린공원,서울 노원구 동일로210길 86,중계 515-4,37.648772,127.066378,10483.9,,,"게이트볼장, 정자, 화장실",,,,,,2021-09-13
11350-00018,초안산<시공원>,근린공원,서울 노원구 마들로5길 91,월계 산1,37.644627,127.050756,950643.0,,,"체육시설, 캠핑장 등",,,,,,2021-09-13
11350-00019,한글비,근린공원,서울 노원구 노원로18길 41,하계 288-2,,127.074375,13614.5,,,"조합놀이대, 파고라, 광장",,,,,,2021-09-13
11350-00020,비석골,근린공원,서울특별시 노원구 월계로45가길 57 (월계동),월계로45가길 57,37.63120699,127.0502962,10022.0,,,"정자, 조합놀이대, 배드민턴장",,,,,,2021-09-13
11350-00021,벽  운,근린공원,서울특별시 노원구 동일로248가길 17 (상계동),동일로248가길 1,37.68028549,127.0571649,13142.9,,,"정자, 광장, 산책로, 화장실",,,,,,2021-09-13
11350-00022,달맞이,근린공원,서울특별시 노원구 덕릉로 483 (중계동),덕릉로 483,37.64560941,127.0627148,8838.9,,,"교통공원시설, 조합놀이대, 화장실",,,,,,2021-09-13
11350-00023,솔  밭,근린공원,"서울특별시 노원구 화랑로51길 17 (공릉로, 화랑타운아파트)",화랑로51길 17,37.62307787,127.0893658,11459.1,,,"파고라, 체육시설",,,,,,2021-09-13
11350-00024,한  내,근린공원,서울특별시 노원구 마들로 86 (월계동),마들로 86,37.62358892,127.0687828,20300.0,,,"분수, 체육시설, 조합놀이대, 화장실",,,,,,2021-09-13
11350-00025,장암지구,근린공원,"서울특별시 노원구 누원로 18 (상계동, 수락리버시티4단지)",누원로 18,37.68621458,127.0528727,8075.0,,,"광장, 정자",,,,,,2021-09-13
11350-00026,영축산              <시공원>,근린공원,서울특별시 노원구 광운로 141(월계동),월계 산108,37.62834719,127.057541,260500.0,,,"유아숲체험장, 광장 등",,,,,,2021-09-13
11350-00116,벼루,소공원,월계로42길 97,월계동 949-3,37.620846,127.054295,990.2,,,조합놀이대,,,,,,2021-09-13
11350-00117,중계,소공원,공릉로 430,중계동 514-8,37.645138,127.067002,1358.2,,,"바닥분수, 실버카페, 광장, 화장실",,,,,,2021-09-13
11350-00118,한무리,문화공원,공릉로 265,공릉동 481-2,37.630703,127.073576,1963.7,,,"화장실, 의자",,,,,,2021-09-13
11350-00119,등나무,문화공원,동일로 1238,동일로 1238,37.641006,127.066731,23751.5,,,"북서울미술관, 팔각정, 조각품, 노원평생학습관, 바닥분수, 화장실",,,,,,2021-09-13
11350-00120,마들,체육공원,덕릉로 450,덕릉로 450,37.644092,127.058495,67108.8,,,"축구장 7,000㎡, 테니스장,",,,,,,2021-09-13
11350-00121,공릉 2,마을마당,공릉로 42길,공릉2 230-9,37.6252322,127.0824258,1614.8,,,"배드민턴장, 주차장",,,,,,2021-09-13
11350-00122,간  촌,마을마당,한글비석로 24다길,상계5 154-3,37.6637948,127.0686244,455.0,,,,,,,,,2021-09-13
11350-00123,다우리,마을마당,노원로 34길,상계5 430-19,37.6620411,127.0640185,180.0,,,,,,,,,2021-09-13
11350-00124,나누리,마을마당,한글 비석로 50길,상계5 456-145,37.6654563,127.0645187,178.0,,,,,,,,,2021-09-13
11350-00125,상계 10,마을마당,노원로 38길,상계10 675,37.6609624,127.0600221,825.2,,,,,,,,,2021-09-13
11350-00126,오장골,마을마당,한글비석로,상계5 445-2,37.6630485,127.0668825,99.0,,,,,,,,,2021-09-13
11350-00127,안  산,마을마당,한글비석로 24길,상계5 169-53,37.6623018,127.0697753,258.0,,,,,,,,,2021-09-13
11350-00128,상계 1,마을마당,동일로 1661 부근,상계1 1119-12,37.6764803,127.0528561,254.0,,,,,,,,,2021-09-13
11350-00129,상계 3,마을마당,덕릉로 774 부근,상계3 107-1861,37.6661136,127.0779886,76.0,,,,,,,,,2021-09-13
11350-00130,공릉2(산업대앞),마을마당,공릉로 245 부근,공릉2 462-14,37.6305209,127.0733564,103.0,,,,,,,,,2021-09-13
11350-00131,쌈지마당,마을마당,중계로6길 82-3,중계본 16-2,37.6442217,127.0858189,992.0,,,,,,,,,2021-09-13
11350-00132,"우체국 옆(엠코, 태릉입구 5번 출구)",마을마당,동일로 986,공릉1동 670-20외,37.6185097,127.0739979,487.7,,,,,,,,,2021-09-13
11350-00133,노원역 역사문화마당,마을마당,노해로 75길,상계2동 839-1,37.6544716,127.0558664,250.0,,,,,,,,,2021-09-13
11350-00134,양지마을마당,마을마당,덕릉로 583 부근,중계1 580-2,37.6504711,127.0687971,563.7,,,,,,,,,2021-09-13
11350-00135,공릉3동소공원,마을마당,동일로191가길 59,공릉3 318-3,37.6273445,127.0667338,3000.0,,,,,,,,,2021-09-13
11350-00136,주민소통공간,마을마당,한글비석로36길 28,"상계5동 156-147,16",37.6628034,127.0691184,198.0,,,,,,,,,2021-09-13
11350-00137,성북역,마을마당,광운로19길 38,월계1동 412-1,37.6230016,127.0565438,4216.0,,,,,,,,,2021-09-13
11350-00138,샘말공원,마을마당,동일로184길 22 부근,공릉1 517-11,37.6237113,127.0730272,937.4,,,,,,,,,2021-09-13
11350-00139,산성미소지움 앞,마을마당,노원로1길 68,공릉2 224-18,37.6199177,127.0803228,113.0,,,,,,,,,2021-09-13
11350-00140,우남아파트 앞,마을마당,화랑로 355,월계1 494-9,37.6158359,127.0653765,43.0,,,,,,,,,2021-09-13
11350-00141,석계역 굴다리,마을마당,석계로8가길 2 부근,월계1 66-11,37.614357,127.063579,413.0,,,,,,,,,2021-09-13
11350-00142,월계 현대아파트앞,마을마당,석계로 49,월계1 76-1,37.6244492,127.0514471,108.0,,,,,,,,,2021-09-13
11350-00143,월계 롯데캐슬 옆,마을마당,월계로45길 21 부근,월계2동 865-5,37.6267847,127.0473737,764.0,,,,,,,,,2021-09-13
11350-00144,불암초,마을마당,중계로 178,중계본 107-8,37.650998,127.078152,412.0,,,,,,,,,2021-09-13
11350-00145,불암소공원,마을마당,한글비석로19길 28 부근,중계4 453-38,37.6583522,127.070025,1198.0,,,,,,,,,2021-09-13
11350-00146,노원골 만남의광장,마을마당,동일로242길 109 부근,상계1 1001,37.6746143,127.0594044,800.0,,,,,,,,,2021-09-13
11350-00147,천상병공원,마을마당,동일로242길 75 부근,상계1 996-27,37.6743328,127.0570198,197.0,,,,,,,,,2021-09-13
11350-00148,비콘과대망사이,마을마당,동일로242라길 21-11,상계1 1116-120,37.6766918,127.0559842,231.0,,,,,,,,,2021-09-13
11350-00149,중계1동 소공원,마을마당,덕릉로71길 5,중계1동 421-67외4,37.6499424,127.0669143,1642.0,,,,,,,,,2021-09-13
11350-00150,소방파출소,마을마당,노원로26길 111 부근,상계2 197-11,37.6588071,127.0662972,233.0,,,,,,,,,2021-09-13
11350-00151,순복음교회 뒤,마을마당,상계로10길 41-7 부근,상계2동 178-18,37.6558384,127.0666435,76.0,,,,,,,,,2021-09-13
11350-00152,순복음 목재소,마을마당,노원로 444 부근,상계2 330-41,37.6562311,127.065035,77.0,,,,,,,,,2021-09-13
11350-00153,상계2동 마을숲,마을마당,상계로10길 14,상계2 373-13,37.6568074,127.0653529,1341.0,,,,,,,,,2021-09-13
11350-00154,현대 초입,마을마당,덕릉로112길 48,상계3 107-1798,,127.0769837,110.0,,,,,,,,,2021-09-13
11350-00155,간촌 인근,마을마당,한글비석로24다길 18-2 부근,상계5 156-66,37.6629941,,41.0,,,,,,,,,2021-09-13
11350-00156,상계초,마을마당,상계2동 상계로9길 39,상계5 393-27,37.6591731,127.0638398,39.0,,,,,,,,,2021-09-13
11350-00157,계상초 인근,마을마당,한글비석로31가길 44 부근,상계5 434-8,37.6618373,127.0651416,62.0,,,,,,,,,2021-09-13
11350-00158,석계역문화공원,마을마당,화랑로 331,월계1 47-45,37.6152248,127.0617433,3900.0,,,,,,,,,2021-09-13
11350-00159,공릉가로공원,마을마당,화랑로 440-2,공릉1 657-8,37.6173359,127.0738809,8999.0,,,,,,,,,2021-09-13
11350-00160,상계 5,마을마당,한글비석로24다길 32-8 부근,상계5 155-23,37.6635348,127.0693311,417.0,,,,,,,,,2021-09-13
11350-00161,한천가로공원,마을마당,섬밭로 88 부근,공릉1 406-1,37.6242708,,7145.0,,,,,,,,,2021-09-13
11350-00162,우이천가로공원,마을마당,월계로45길 21 부근,월계2 861-3,37.6257112,127.0470189,8098.0,,,,,,,,,2021-09-13
11350-00163,월계2동쌈지(신화연립),마을마당,우이천로2길 29,월계2 912-1,37.6324586,127.0405079,164.0,,,,,,,,,2021-09-13
11350-00164,월계2동쌈지(신우빌라),마을마당,우이천로 66,월계2 877-4,37.6291395,127.0434113,561.0,,,,,,,,,2021-09-13
11350-00165,중계본동 보호수 근처,마을마당,중계로12길 39 부근,중계본 58-35,37.6464965,127.080867,105.0,,,,,,,,,2021-09-13
11350-00166,원암유치원,마을마당,중계로14라길 28 부근,중계본 90-37,37.649804,127.084306,380.0,,,,,,,,,2021-09-13
11350-00167,상계5동 쌈지마당,마을마당,한글비석로39길 16-8,상계5 167-18,37.6619714,127.0665669,137.0,,,,,,,,,2021-09-13
11350-00168,상계5동 간촌마을 가로공원,마을마당,한글비석로46가길 34 부근,상계5 458-3,37.6661168,127.0658531,1298.2,,,,,,,,,2021-09-13
11350-00169,힐링숲,마을마당,한글비석로31가길 34 부근,상계5 441-3,37.6613963,127.0653931,862.0,,,,,,,,,2021-09-13
11350-00170,중계소공원2,소공원,동일로204길 1-2 부근,중계동 514-8,37.64511693,127.0669216,700.0,,,-,,,,,,2021-09-13
11350-00171,상계소공원1,소공원,서울 노원구 노원로38길 76,상계동 680,37.66414754,127.0622021,2471.0,,,"퍼걸러, 벤치",,,,,,2021-09-13
11350-00172,상계소공원2,소공원,서울 노원구 노원로38길 10,상계동 677,37.66154332,127.0625264,1530.0,,,"퍼걸러, 벤치",,,,,,2021-09-13
11350-00173,상계소공원3,소공원,서울 노원구 덕릉로109다길 13,상계 3·4동 1355-6,37.66752735,127.0770827,574.2,,,"퍼걸러, 벤치",,,,,,2021-09-13
11350-00174,상계소공원4,소공원,서울 노원구 수락산로 12 인근,상계 3·4동 1355-8,37.66443274,127.0745684,670.0,,,"퍼걸러, 벤치",,,,,,2021-09-13
11545-00001,감로천생태공원,근린공원,,서울특별시 금천구 독산동 373,37.46964774,126.9079262,15000.0,"배드민턴장, 게이트볼장",,,,CCTV,1968-01-15,서울특별시 금천구청,02-2627-1655,2021-09-02
11545-00002,산기슭공원,근린공원,서울특별시 금천구 독산로54길 6,서울특별시 금천구 시흥동 산138-3,37.46364031,126.9076165,8412.0,다목적운동장,조합놀이대,화장실,,CCTV,1968-01-15,서울특별시 금천구청,02-2627-1655,2021-09-02
11545-00003,금천체육공원,근린공원,서울특별시 금천구 독산로54길 102-27,서울특별시 금천구 독산동 산118-4,37.468233,126.908522,18083.0,"다목적운동장,농구장,배드민턴장","조합놀이대,흔들놀이,그네,시소","화장실,음수대,공중전화",,CCTV,1968-01-15,서울특별시 금천구청,02-2627-1655,2021-09-02
11545-00004,삼성산시민휴식공원,근린공원,,서울특별시 금천구 시흥동 산116,37.454747,126.910204,10118.0,배드민턴장,"조합놀이대,흔들놀이",,,CCTV,1968-01-15,서울특별시 금천구청,02-2627-1655,2021-09-02
11545-00005,독산자연공원,근린공원,,서울특별시 금천구 독산동 산89-5,37.473526,126.907326,7650.0,"배드민턴장,테니스장",,"화장실,음수대,주차장",,,1968-01-15,서울특별시 금천구청,02-2627-1653,2021-09-02
11545-00006,독산근린공원,근린공원,,서울특별시 금천구 독산동 1086,37.463664,126.884123,18005.5,"축구장,배드민턴장",,"화장실,음수대",,CCTV,1987-08-27,서울특별시 금천구청,02-2627-1653,2021-09-02
11545-00007,금천폭포공원,근린공원,서울특별시 금천구 시흥대로38길 61,서울특별시 금천구 시흥동 937-2,37.44639673,126.9044447,7650.0,,,,문화회관,CCTV,2005-11-17,서울특별시 금천구청,02-2627-1653,2021-09-02
11545-00049,금나래중앙,문화공원,서울특별시 금천구 시흥대로79길 37,서울특별시 금천구 독산1동 1151,37.45822937,126.8962053,16331.3,,,"화장실, 음수대",,"커뮤니티센터, CCTV",2013-08-22,서울특별시 금천구청,02-2627-1657,2021-09-02
11545-00050,도하,소공원,,서울특별시 금천구 독산1동 1149,37.458753,126.896014,3057.7,,조합놀이대,음수대,,CCTV,2013-08-22,서울특별시 금천구청,02-2627-1657,2021-09-02
11545-00051,박미사랑,소공원,,서울특별시 금천구 시흥동 963-1,37.437907,126.904519,2162.6,,,음수대,,CCTV,2017-01-05,서울특별시 금천구청,02-2627-1657,2021-09-02
11545-00052,독산,문화공원,,서울특별시 금천구 독산동 1160-2,,,1011.1,,,,청소년 문화의 집,CCTV,2017-09-29,서울특별시 금천구청,02-2627-1657,2021-09-02
11740-00047,원터공원,근린공원,서울특별시 강동구 양재대로147길 18(명일동),서울특별시 강동구 명일2동 37,37.5524155,127.1430368,24508.5,"배드민턴장, 체력단련기구",,음수대,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00048,송림공원,근린공원,서울특별시 강동구 고덕로 지하253(고덕동),서울특별시 강동구 고덕동 310,37.55504732,127.1539494,11491.0,"배드민턴장, 체력단련기구",,음수대,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00049,까치공원,근린공원,서울특별시 강동구 고덕로 55길70(고덕동),서울특별시 강동구 고덕1동 493,37.557079,127.149995,19464.8,"농구장, 체력단련기구",,,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00050,두레공원,근린공원,,서울특별시 강동구 고덕1동 497,37.558206,127.152203,13460.2,"농구장, 체력단련기구",,"간이화장실, 먹는물공동시설",,,1982-04-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00051,동자공원,근린공원,,서울특별시 강동구 고덕1동 648,37.559711,127.152467,6416.6,체력단련기구,조합놀이대,,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00052,샘터공원,근린공원,,서울특별시 강동구 고덕2동 287,37.561901,127.159087,63320.9,"배드민턴장, 족구장, 체력단련기구","조합놀이대, 시소, 흔들놀이, 모험놀이","화장실, 음수대, 먹는물공동시설",,,1982-04-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00053,방죽공원,근린공원,서울특별시 강동구 동남로82길94-58(고덕동),서울특별시 강동구 고덕2동 296,37.5591586,127.1598268,87748.6,"농구장, 배드민턴장, 체력단련기구",,음수대,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00054,동명공원,근린공원,,서울특별시 강동구 고덕2동 229 외1,37.561146,127.164455,99599.9,"축구장, 농구장, 배드민턴장, 게이트볼장, 체력단련기구",,"주차장, 화장실, 음수대, 시계탑",,관리사무소,1982-04-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00055,상일공원,근린공원,서울특별시 강동구 상암로79가길3(상일동),서울특별시 강동구 상일동 188,37.5469247,127.167312,9704.0,체력단련기구,,,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00058,암사동공원,소공원,,서울특별시 강동구 암사동 518-1,37.550259,127.123729,1022.0,,,,,,1999-07-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00059,솔말소공원,근린공원,,서울특별시 강동구 암사3동 400-1,37.556493,,1108.6,체력단련기구,,,,,2000-12-15,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00060,솜다래공원,근린공원,,서울특별시 강동구 암사1동 413-4,37.553691,127.141229,3993.8,,,,,,2000-12-15,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00061,암사공원,근린공원,,서울특별시 강동구 암사3동 414-20,37.5565294,,7047.0,체력단련기구,그네,,,,2000-12-15,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00069,강일공원,근린공원,,서울특별시 강동구 강일동 332-5,37.569526,127.174559,34591.6,체력단련기구,,,,,2004-12-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00070,벌말공원,근린공원,,서울특별시 강동구 강일동 산8-1,37.559936,127.177202,86205.7,체력단련기구,,먹는물공동시설,,관리사무소,2004-12-27,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00072,강덕공원,근린공원,,서울특별시 강동구 강일동 산11-6,37.558585,127.174682,46699.6,"배드민턴장, 체력단련기구",,,,,2005-12-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00073,능골공원,근린공원,,서울특별시 강동구 강일동 산19,37.556768,127.174727,31464.2,"농구장, 체력단련기구",,,,,2005-12-29,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00002,일자산공원,근린공원,서울특별시 강동구 동남로 660(둔촌동),서울특별시 강동구 둔촌동 산140,37.5330568,127.1513563,632733.0,"농구장, 배드민턴장, 체력단련기구",숲속놀이터,"주차장, 화장실, 음수대, 먹는물공동시설, 시계탑",,"관리사무소, 캠핑장",1971-08-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00003,명일공원,근린공원,서울특별시 강동구 구천면로587(상일동),서울특별시 강동구 상일동 135,37.5512577,127.1634092,649709.6,"테니스장, 배드민턴장, 골프연습장, 체력단련기구",조합놀이대,"간이화장실, 음수대, 먹는물공동시설",문화회관,,1971-08-06,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00031,성내공원,근린공원,서울특별시 강동구 성내로3가길 71(성내동),서울특별시 강동구 성내1동 533,37.529486,127.126516,8929.0,"배드민턴장, 게이트볼장, 체력단련기구","조합놀이대, 그네","화장실, 공중전화",,,1977-07-09,서울특별시 강동구청,02-3425-6440,2021-08-25
11740-00032,샛마을공원,근린공원,,서울특별시 강동구 명일1동 288,37.550106,127.147099,11467.0,"농구장, 게이트볼장, 체력단련기구","조합놀이대, 그네, 흔들놀이","화장실, 음수대",,관리사무소,1979-11-07,서울특별시 강동구청,02-3425-6440,2021-08-25
11305-00037,흰구름,소공원,,서울특별시 강북구 수유2동 252-16,37.645951,127.020465,214.0,,없음,,,,1990-06-08,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00045,솔밭근린공원,근린공원,,서울특별시 강북구 우이동 80,37.65301305,127.012249,34955.0,배드민턴장,조합놀이대 그네 흔들놀이,화장실,야외무대 장기바둑쉼터 놀이마당,바닥분수,1996-10-18,서울특별시 강북구청,02-901-6953,2021-08-24
11305-00009,북한산 도시자연공원,기타,서울특별시 강북구 미아동 산108-19,서울특별시 강북구 미아동 산108-19,,,128341.0,배드민턴장 게이트볼장 족구장,그네 회전놀이 조합놀이대,화장실,,유아숲체험원,1971-08-07,서울특별시 강북구청,02-901-6927,2021-08-24
11305-00014,소망,소공원,,서울특별시 강북구 삼양동 791-1467,37.626008,,320.0,,조합놀이대,,,,2001-05-15,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00015,미래,소공원,,서울특별시 강북구 삼양동 791-1712,37.624872,127.014615,564.0,,조합놀이대,,,,2001-05-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00016,늘푸른,소공원,,서울특별시 강북구 삼양동 797-9,,127.020225,646.0,,조합놀이대 흔들놀이,,,,2003-06-25,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00017,폭포,소공원,,서울특별시 강북구 삼각산동 813-6,37.614482,127.020702,1238.0,,없음,,,,2005-11-10,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00018,꼭지,소공원,,서울특별시 강북구 삼각산동 811-7,37.617126,127.017436,746.0,,없음,,,,2006-10-09,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00022,강북6구역,소공원,,서울특별시 강북구 송중동 71-1,37.613866,127.030491,424.4,,없음,,,,,서울특별시 강북구청,02-901-6952,2021-08-24
11305-00026,오동근린공원,근린공원,서울특별시 강북구 번동 산20-1,서울특별시 강북구 번동 산20-1,37.62923217,127.0330423,1346557.0,"실내배드민턴장, 구민운동장, 다목적체육관, 골프연습장",조합놀이대 그네 흔들놀이,화장실 약수터 주차장,도서관,유아숲체험장,1982-09-20,서울특별시 강북구청,02-901-6929,2021-08-24
11410-00001,창천문화공원,문화공원,,서울특별시 서대문구 창천동 57-18,37.5568595,126.935161,2326.9,,,화장실 1개소,,,1938-11-08,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00002,궁동근린공원,근린공원,,서울특별시 서대문구 연희동 산118-1,37.5687539,126.9195783,126026.0,"체육관(실내 배드민턴장) 1개동, 배드민턴장 2개소, 체력단련시설 23기","조합놀이대 1기, 기타 4기",화장실 1개소,,,1940-03-12,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00004,대현문화공원,문화공원,,서울특별시 서대문구 대현동 146,37.557667,126.945455,3063.9,,,시계탑 1기,야외음악당 1개소,,1940-03-12,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00008,백련근린공원,근린공원,,서울특별시 서대문구 홍은동 산11-313,37.5906206,126.9333684,993724.0,"운동장 1개소, 배드민턴장 3개소, 골프연습장 1개소, 체력단련시설 81기",조합놀이대 2기,"주차장 2개소(80대), 화장실 1개소, 발효식화장실 4기",문화회관 1개소,,1966-02-05,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00026,독립근린공원,근린공원,,서울특별시 서대문구 현저동 101,37.57460779,126.9556111,113021.7,"농구장 1개소, 배드민턴장 1개소, 체력단련시설 30기","미끄럼틀 1기, 기타 3기","주차장 1개소(65대), 매점 2개소, 화장실 3개소, 음수대 4기","독립관 1동, 3.1운동기념탑 1기, 순국선열추념탑 1기, 독립문 1기, 서재필동상 1기, 독립문이전비 1기, 정보도서관 1동",,1989-05-10,서울특별시 서대문구청,02-330-8646,2021-08-01
11410-00029,창천근린공원,근린공원,,서울특별시 서대문구 창천동 4-55,37.557916,126.940528,6322.0,"배드민턴장 1개소, 체력단련시설 5기",,발효식화장실 2기,,,1997-01-15,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00030,홍제근린공원,근린공원,,서울특별시 서대문구 홍제동 454-2,37.594742,126.952997,9888.0,"배드민턴장 1개소, 체력단련시설 11기","조합놀이대 1기, 시소 1기, 기타 3기",,,,1998-12-01,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00031,기차길옆소공원,소공원,,서울특별시 서대문구 합동 118-1,37.561914,126.965897,381.3,,,,,,2000-06-04,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00036,아름다운소공원,소공원,,서울특별시 서대문구 홍제동 469-1,37.58479825,126.9473735,441.5,,,,,,2006-05-04,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00037,중앙근린공원,근린공원,,서울특별시 서대문구 북가좌동 480,37.575022,126.913255,15466.0,"다목적운동장 1개소, 배드민턴장 1개소, 체력단련시설 8기",,"화장실 1개소, 음수대 1개소",,,2007-03-22,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00040,홍은3소공원,소공원,,서울특별시 서대문구 홍은동 산1-549,37.599599,126.943412,747.0,,,,,,2007-12-06,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00042,문화소공원,소공원,,서울특별시 서대문구 홍제동 280-2,37.594545,126.948792,1456.0,배드민턴장 1개소,,,,,2010-05-13,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00043,한울소공원,소공원,,서울특별시 서대문구 남가좌동 382-5,37.57089843,126.9165627,1006.0,,,,,,2007-04-12,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00044,무궁화소공원,소공원,,서울특별시 서대문구 홍제동 451-1,37.58489844,126.9401841,672.0,체력단련시설 4기,,,,,2008-07-31,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00045,하늘소공원,소공원,,서울특별시 서대문구 홍은동 445-3,37.59385753,126.942133,1375.0,체력단련시설 4기,,,,,2007-06-07,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00051,복주산근린공원,근린공원,,서울특별시 서대문구 북아현동176-25,37.56181347,126.9551252,11430.0,체력단련시설 6기,,,,,2008-02-05,서울특별시 서대문구청,02-330-1965,2021-08-01
11410-00052,아현역소공원,소공원,,서울특별시 서대문구 북아현동136-3,37.55768632,126.9559516,563.0,,,,,,2008-02-05,서울특별시 서대문구청,02-330-1749,2021-08-01
11410-00053,남가좌동소공원,소공원,,서울특별시 남가좌동 388-7,37.58077778,126.9197414,402.0,,,파고라 1조,,,,서울특별시 서대문구청,,2021-08-01
11680-00002,신사근린공원,근린공원,,서울특별시 강남구 압구정동 422,37.526708,127.021458,6800.0,,,,,,,,02-3423-6245,2021-07-09
