장소유형코드,대상시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,제한속도,관리기관명,관리기관전화번호,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
1,곰달래어르신복지센터,서울특별시,강서구,11500,서울특별시 강서구 강서로5길 50,서울특별시 강서구 화곡동 890,37.52905871,126.848899,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,7.5~12,2021-08-17
1,봉제산어른신복지센터,서울특별시,강서구,11500,서울특별시 강서구 초록마을로15길 12,서울특별시 강서구 화곡동 산 41-16,37.54152453,126.8514084,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,4~8.5,2021-08-17
1,연지어르신복지센터,서울특별시,강서구,11500,서울특별시 강서구 화곡로58길 30-7,서울특별시 강서구 화곡동 1121-19,37.55241376,126.8526634,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,5.0~11,2021-08-17
1,화곡노인복지센터,서울특별시,강서구,11500,서울특별시 강서구 월정로30길 96,서울특별시 강서구 화곡동 366-1,37.5354672,126.8410973,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,7.5~8,2021-08-17
2,늘푸른나무복지관,서울특별시,강서구,11500,서울특별시 강서구 허준로5길 37,서울특별시 강서구 가양동 1470-2,37.56853605,126.8511193,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,8.5~25,2021-08-17
1,호선실버센터,서울특별시,강서구,11500,서울특별시 강서구 수명로2길 96,서울특별시 강서구 내발산동 746,37.55130622,126.8278593,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,16,2021-08-17
1,평안요양원,서울특별시,강서구,11500,서울특별시 강서구 양천로47길 76,서울특별시 강서구 마곡동 7-12,37.57372568,126.8373891,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,8.5~11,2021-08-17
1,봄날서울요양원,서울특별시,강서구,11500,서울특별시 강서구 양천로1길 100,서울특별시 강서구 방화동 486-6,37.5741521,126.8092598,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,5~8,2021-08-17
1,봄날실버센터,서울특별시,강서구,11500,서울특별시 강서구 금낭화로 39,서울특별시 강서구 방화동 592-23,37.56892271,126.8114872,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,21,2021-08-17
2,늘푸른집,서울특별시,강서구,11500,서울특별시 강서구 금낭화로26가길 130,서울특별시 강서구 개화동 330,37.5842253,126.8115619,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,6~13,2021-08-17
1,참사랑실버케어센터,서울특별시,강서구,11500,서울특별시 강서구 까치산로 106,서울특별시 강서구 화곡동 970-2,37.54754411,126.8492826,30,서울특별시 강서구,02-2600-4137,강서경찰서,N,,7~10,2021-08-17
1,관악노인복지관,서울특별시,관악구,11620,서울특별시 관악구 봉천동 보라매로 35 관악노인종합복지관,서울특별시 관악구 봉천동 726-3,37.49304177,126.9263007,30,서울특별시 관악구청,02-879-6862,서울관악경찰서,N,0.0,6~25,2021-03-10
1,동명노인복지관,서울특별시,관악구,11620,서울특별시 관악구 봉천로23라길 15,서울특별시 관악구 봉천동 647-10,37.48844212,126.9372314,30,서울특별시 관악구청,02-879-6862,서울관악경찰서,Y,2.0,6,2021-03-10
1,덕진경로당,서울특별시,관악구,11620,서울특별시 관악구 봉천동 남부순환로234길 37 덕진경로당,서울특별시 관악구 봉천동 1621-23,37.4776955494,126.9567948586,30,서울특별시 관악구청,02-879-6862,서울관악경찰서,Y,1.0,6,2021-03-10
1,백설경로당,서울특별시,관악구,11620,서울특별시 관악구 봉천동 관악로6길 50 백설경로당,서울특별시 관악구 봉천동 1606-11,37.476237,126.9535123,30,서울특별시 관악구청,02-879-6862,서울관악경찰서,Y,1.0,6,2021-03-10
1,관악시니어클럽,서울특별시,관악구,11620,서울특별시 관악구 봉천동 남부순환로247다길 60 원당경로당,서울특별시 관악구 봉천동 148-145,37.4786268,126.964194,30,서울특별시 관악구청,02-879-6862,서울관악경찰서,Y,1.0,6,2021-03-10
1,관악구민종합체육센터,서울특별시,관악구,11620,서울특별시 관악구 봉천동 낙성대로3길 37 관악구민종합체육센터,서울특별시 관악구 봉천동 225,37.473014,126.9603062,30,서울특별시 관악구청,02-879-6862,서울관악경찰서,Y,1.0,10~30,2021-03-10
1,미성요양원,서울특별시,관악구,11620,서울특별시 관악구 신림동 난곡로63가길 42 예수교대한성결교회신광교회,서울특별시 관악구 신림동 1480-5,37.4791462,126.9142069,30,서울특별시 관악구청,02-879-6862,서울관악경찰서,Y,1.0,6~7,2021-03-10
1,관악산공원(광장),서울특별시,관악구,11620,서울특별시 관악구 신림동 신림로 23 관악산휴게소,서울특별시 관악구 신림동 210,37.46822758,126.9459607168,30,서울특별시 관악구청,02-879-6862,서울관악경찰서,Y,2.0,6~12,2021-03-10
1,광진종합사회복지관,서울특별시,광진구,11215,서울특별시 광진구 군자로 88 (군자동),서울특별시 광진구 군자동 364-15,37.55109644,127.0715984,30,서울특별시,02-450-7923,광진경찰서,Y,,,2020-12-23
1,대원경로당,서울특별시,광진구,11215,서울특별시 광진구 긴고랑로36길 57-27,서울특별시 광진구 중곡동 85-28,37.55762741,127.0916686,30,서울특별시,02-450-7923,광진경찰서,Y,,,2020-12-23
1,국가유공자경로당,서울특별시,광진구,11215,서울특별시 광진구 강변역로 17,서울특별시 광진구 구의동 587-29,37.537978,127.091984,30,서울특별시,02-450-7923,광진경찰서,Y,,,2020-12-23
1,구의경로당,서울특별시,광진구,11215,서울특별시 광진구 광나루로40길 6,서울특별시 광진구 구의동 230-47,37.544537,127.0893848,30,서울특별시,02-450-7923,광진경찰서,Y,,,2020-12-23
1,중곡1동제2경로당,서울특별시,광진구,11215,서울특별시 광진구 긴고랑로8길 51,서울특별시 광진구 중곡동 256-47,37.56117277,127.077924,30,서울특별시,02-450-7923,광진경찰서,Y,,,2020-12-23
1,구로노인종합복지관,서울특별시,구로구,11530,서울특별시 구로구 새말로16길 7,서울특별시 구로구 구로동 25-1,37.50524075,126.8906167,30,서울특별시 구로구,02-860-2455,구로경찰서,Y,,13~15,2021-08-20
1,삼농실버마을,서울특별시,구로구,11530,서울특별시 구로구 오류로8길 84,서울특별시 구로구 오류동 147,37.49237519,126.8447564,30,서울특별시 구로구,02-860-2455,구로경찰서,Y,,3~5,2021-08-20
1,궁동종합사회복지관,서울특별시,구로구,11530,서울특별시 구로구 오리로22길 5,서울특별시 구로구 궁동 108-9,37.4991345923,126.8295642119,30,서울특별시 구로구,02-860-2455,구로경찰서,Y,,5~7,2021-08-20
2,홍파복지원,서울특별시,노원구,11350,서울특별시 노원구 동일로248길 30,서울특별시 노원구 상계동 1266,37.68048274,127.0569586,30,노원구청,02-2116-4105,노원경찰서,N,,9.6~14.6,2021-09-15
1,하계실버센터,서울특별시,노원구,11350,서울특별시 노원구 한글비석로 4,서울특별시 노원구 하계동 357,37.6331949,127.0641907,60,노원구청,02-2116-4105,노원경찰서,Y,1.0,14~25,2021-09-15
1,시립중계노인전문요양원,서울특별시,노원구,11350,서울특별시 노원구 섬밭로 313,서울특별시 노원구 중계동 501-1,37.64356179,127.0615891,30,노원구청,02-2116-4105,노원경찰서,N,,12~20,2021-09-15
1,시립노원노인종합복지관,서울특별시,노원구,11350,서울특별시 노원구 노원로16길 15,서울특별시 노원구 하계동 256,37.64344507,127.0733372,50,노원구청,02-2116-4105,노원경찰서,N,,9,2021-09-15
1,공릉어르신복지센터,서울특별시,노원구,11350,서울특별시 노원구 공릉로 129,서울특별시 노원구 공릉동 334-6,37.6217199,127.0789563,30,노원구청,02-2116-4105,노원경찰서,N,,21,2021-09-15
2,월계종합사회복지관,서울특별시,노원구,11350,서울특별시 노원구 초안산로1길 51,서울특별시 노원구 월계동 556,37.627251,127.0528348,30,노원구청,02-2116-4105,노원경찰서,N,,7,2021-09-15
1,동대문노인종합복지관,서울특별시,동대문구,11230,서울특별시 동대문구 제기로33길 25,서울특별시 동대문구 청량리동 11-1,37.58723704,127.0500258,30,서울특별시 동대문구,02-2127-4887,동대문경찰서,Y,1.0,6,2021-08-18
1,중산경노당,서울특별시,동대문구,11230,서울특별시 동대문구 답십리로48길 54,서울특별시 동대문구 답십리동 36-31,37.57035699,127.0576174,30,서울특별시 동대문구,02-2127-4887,동대문경찰서,Y,1.0,6,2021-08-18
1,행복마을경노당,서울특별시,동대문구,11230,서울특별시 동대문구 고산자로56길 53,서울특별시 동대문구 제기동 122-444,37.59000925,127.0387016,30,서울특별시 동대문구,02-2127-4887,동대문경찰서,N,0.0,6,2021-08-18
1,사)대한노인회,서울특별시,동대문구,11230,서울특별시 동대문구 사가정로 98,서울특별시 동대문구 전농동 295-495,37.57637482,127.0563417,40,서울특별시 동대문구,02-2127-4887,동대문경찰서,N,0.0,20,2021-08-18
1,장평경노당,서울특별시,동대문구,11230,서울특별시 동대문구 한천로28길 27,서울특별시 동대문구 장안동 143-26,37.57325201,127.0684601,30,서울특별시 동대문구,02-2127-4887,동대문경찰서,N,0.0,7,2021-08-18
1,경동요양병원,서울특별시,동대문구,11230,서울특별시 동대문구 약령시로 124,서울특별시 동대문구 청량리동 689,37.58294153,127.0437706,30,서울특별시 동대문구,02-2127-4887,동대문경찰서,N,0.0,20,2021-08-18
1,은천노인종합복지센터,서울특별시,동대문구,11230,서울특별시 동대문구 장한로24길 21,서울특별시 동대문구 장안동 344-7,37.570683,127.0722082,30,서울특별시 동대문구,02-2127-4887,동대문경찰서,N,0.0,6,2021-08-18
1,동작노인 종합복지관,서울특별시,동작구,11590,서울특별시 동작구 상도로11길 7,서울특별시 동작구 대방동 335-10,37.50039208,126.9291105,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20
1,사당노인 종합복지관,서울특별시,동작구,11590,서울특별시 동작구 남부순환로 2081,서울특별시 동작구 사당동 1044-42,37.47701786,126.9798536,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20
1,한마음경로당,서울특별시,동작구,11590,서울특별시 동작구 만양로4길 38,서울특별시 동작구 본동 산 11-1,37.50794283,126.9510677,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20
1,청운노인복지센터,서울특별시,동작구,11590,서울특별시 동작구 국사봉1길 145,서울특별시 동작구 상도동 290-1,37.49571292,126.9333533,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20
1,청송경로당,서울특별시,동작구,11590,서울특별시 동작구 상도로52길 23,서울특별시 동작구 상도동 471-7,37.49723526,126.9510295,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20
1,낙원경로당,서울특별시,동작구,11590,서울특별시 동작구 상도로30길 73,서울특별시 동작구 상도동 28-24,37.50394683,126.9448365,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20
1,청남노인요양공동생활가정,서울특별시,동작구,11590,서울특별시 동작구 강남초등8길 20,서울특별시 동작구 상도1동 572,37.50527944,126.9510242,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20
1,녹십초 재활요양병원,서울특별시,동작구,11590,서울특별시 동작구 시흥대로 634,서울특별시 동작구 신대방동 686-1,37.48838693,126.906604,30,동작구청,02-820-1570,동작경찰서,N,,,2021-08-20
1,서 대 문 노인종합복지관,서울특별시,서대문구,11410,서울특별시 서대문구 독립문로8길 57,서울특별시 서대문구 천연동 117-3,37.56800449,126.9591178,30,서대문구청,02-330-1746,서대문경찰서,Y,2.0,11,2020-09-23
1,서 대 문 노인전문요양센터,서울특별시,서대문구,11410,서울특별시 서대문구 홍지문2길 59,서울특별시 서대문구 홍은동 4,37.59828213,126.955908,30,서대문구청,02-330-1746,서대문경찰서,N,0.0,25,2020-09-23
1,실버스토리,서울특별시,서대문구,11410,서울특별시 서대문구 모래내로330,서울특별시 서대문구 홍은동 275-59,37.579721,126.9337441,30,서대문구청,02-330-1746,서대문경찰서,Y,1.0,25,2020-09-23
1,연희노인여가복지시설,서울특별시,서대문구,11410,서울특별시 서대문구 홍제천로2길 111,서울특별시 서대문구 연희동 519-127,37.57224104,126.923577,30,서대문구청,02-330-1746,서대문경찰서,Y,1.0,5,2020-09-23
1,연희시니어스,서울특별시,서대문구,11410,서울특별시 서대문구 연희로31길 8-7,서울특별시 서대문구 연희동 151-161,37.576337,126.9348058,30,서대문구청,02-330-1746,서대문경찰서,Y,2.0,5,2020-09-23
1,방배노인종합복지관,서울특별시,서초구,11650,서울특별시 서초구 방배천로 48,서울특별시 서초구 방배동 455-11,37.4807063,126.9827766,30,서울시 서초구,02-2155-7185,방배경찰서,Y,1.0,1,2020-07-03
1,양재노인종합복지관,서울특별시,서초구,11650,서울특별시 서초구 강남대로30길 73-7,서울특별시 서초구 양재동 7-44,37.48302046,127.0408069,30,서울시 서초구,02-2155-7185,서초경찰서,Y,1.0,3,2020-07-03
1,중앙노인종합복지관,서울특별시,서초구,11650,서울특별시 서초구 서초대로54길 45,서울특별시 서초구 서초동 1666-17,37.49232472,127.0168124,30,서울시 서초구,02-2155-7185,서초경찰서,Y,1.0,4,2020-07-03
1,양재종합사회복지관,서울특별시,서초구,11650,서울특별시 서초구 남부순환로 2610,서울특별시 서초구 양재동 11-13,37.48452846,127.0361427,30,서울시 서초구,02-2155-7185,서초경찰서,Y,1.0,2,2020-07-03
1,서초구립노인요양센터,서울특별시,서초구,11650,서울특별시 서초구 남부순환로340길 21,서울특별시 서초구 서초동 380-4,37.4817042,127.0246126,30,서울시 서초구,02-2155-7185,서초경찰서,Y,1.0,2,2020-07-03
1,서초성심노인복지센터,서울특별시,서초구,11650,서울특별시 서초구 반포대로22길 61,서울특별시 서초구 서초동 1558-15,37.49058098,127.0117688,30,서울시 서초구,02-2155-7185,서초경찰서,Y,1.0,2,2020-07-03
1,서초구립방배2동2구립경로당,서울특별시,서초구,11650,서울특별시 서초구 방배천로16길 5,서울특별시 서초구 방배동 437-8,37.48223701,126.9830481,30,서울시 서초구,02-2155-7185,서초경찰서,Y,1.0,1,2020-07-03
1,탑성마을경로당,서울특별시,서초구,11650,서울특별시 서초구 탑성말1길 2,서울특별시 서초구 염곡동 209-4,37.4577052,127.056641,30,서울시 서초구,02-2155-7185,서초경찰서,Y,1.0,1,2020-07-03
1,서초느티나무쉼터,서울특별시,서초구,11650,서울특별시 서초구 반포대로 1길 53-3,서울특별시 서초구 서초동 1484-6,37.48281077,127.010835,30,서울시 서초구,02-2155-7185,서초경찰서,N,0.0,6,2020-07-03
1,성동노인종합복지관,서울특별시,성동구,11200,서울특별시 성동구 마조로 77,서울특별시 성동구 마장동 798-1,37.56478448,127.041241,30,성동구청,02-2286-5114,성동경찰서,Y,3.0,,2021-06-08
1,동부노인전문요양센터,서울특별시,성동구,11200,서울특별시 성동구 마장로23길 12,서울특별시 성동구 홍익동 16-1,37.56763063,127.0329614,30,성동구청,02-2286-5114,성동경찰서,Y,1.0,,2021-06-08
1,왕십리제일경로당,서울특별시,성동구,11200,서울특별시 성동구 왕십리로33가길 16,서울특별시 성동구 하왕십리동 891-47,37.56424422,127.0277715,30,성동구청,02-2286-5114,성동경찰서,Y,1.0,,2021-06-08
1,성삼경로당,서울특별시,성동구,11200,서울특별시 성동구 광나루로2길 35,서울특별시 성동구 성수동2가 299-240,37.54822203,127.0552459,30,성동구청,02-2286-5114,성동경찰서,N,,,2021-06-08
1,성북노인종합복지관,서울특별시,성북구,11290,서울특별시 성북구 종암로15길 10 (종암동),서울특별시 성북구 종암동 66-14,37.59779187,127.0344116,30,서울특별시 성북구청,02-2241-3463,서울특별시 종암경찰서,Y,1.0,6,2021-08-25
1,상월곡실버복지센터,서울특별시,성북구,11290,서울특별시 성북구 화랑로18길 6 (상월곡동),서울특별시 성북구 상월곡동 97-22,37.60585269,127.0482353,30,서울특별시 성북구청,02-2241-3463,서울특별시 종암경찰서,Y,1.0,5~30,2021-08-25
1,정릉실버복지센터,서울특별시,성북구,11290,서울특별시 성북구 솔샘로 8 (정릉동),서울특별시 성북구 정릉동 674-4,37.6082106,127.0046445,30,서울특별시 성북구청,02-2241-3463,서울특별시 성북경찰서,N,0.0,5~15,2021-08-25
1,석관실버복지센터,서울특별시,성북구,11290,서울특별시 성북구 화랑로32길 88 (석관동),서울특별시 성북구 석관동 261-394,37.60670952,127.0582634,30,서울특별시 성북구청,02-2241-3463,서울특별시 종암경찰서,N,0.0,8,2021-08-25
1,정릉1동커뮤니티센터,서울특별시,성북구,11290,서울특별시 성북구 정릉로38가길 6 (정릉동),서울특별시 성북구 정릉동 16-182,37.6020662,127.0183808,30,서울특별시 성북구청,02-2241-3463,서울특별시 성북경찰서,N,0.0,6,2021-08-25
1,대한노인회 성북지회,서울특별시,성북구,11290,서울특별시 성북구 안암로 79,서울특별시 성북구 안암동5가 104-37,37.58342051,127.0297304,30,서울특별시 성북구청,02-2241-3463,서울특별시 성북경찰서,N,0.0,5~30,2021-08-25
1,삼선실버복지센터,서울특별시,성북구,11290,서울특별시 성북구 삼선교로18길 41,서울특별시 성북구 삼선동5가 2-2,37.589181,127.014061,30,서울특별시 성북구청,02-2241-3463,서울특별시 성북경찰서,Y,1.0,6,2021-08-25
1,송파노인종합복지관,서울특별시,송파구,11710,서울특별시 송파구 삼학사로 11,서울특별시 송파구 삼전동 172-1,37.4976894987,127.095811087,30,서울특별시 송파구,02-2147-3130,송파경찰서,Y,1.0,10,2020-03-11
1,송파노인요양센터,서울특별시,송파구,11710,서울특별시 송파구 충민로 184,서울특별시 송파구 장지동 850-2,37.4857841089,127.1341621586,30,서울특별시 송파구,02-2147-3130,송파경찰서,N,,25,2020-03-11
1,송파구노인회관,서울특별시,송파구,11710,서울특별시 송파구 송파대로38길 1,서울특별시 송파구 송파동 97-41,37.5007135666,127.1118617,30,서울특별시 송파구,02-2147-3130,송파경찰서,Y,1.0,8~9,2020-03-11
1,남천경로당,서울특별시,송파구,11710,서울특별시 송파구 성내천로33가길 16,서울특별시 송파구 마천동 산1-5,37.5000059193,127.1545437162,30,서울특별시 송파구,02-2147-3130,송파경찰서,Y,2.0,4,2020-03-11
1,돌마리경로당,서울특별시,송파구,11710,서울특별시 송파구 가락로7길 4,서울특별시 송파구 석촌동 258,37.5006204971,127.103247,30,서울특별시 송파구,02-2147-3130,송파경찰서,N,,3~4,2020-03-11
1,풍납제1경로당,서울특별시,송파구,11710,서울특별시 송파구 풍성로 67,서울특별시 송파구 풍납동 493-17,37.533603011,127.1200056748,30,서울특별시 송파구,02-2147-3130,송파경찰서,N,,8~12,2020-03-11
2,신아재활원,서울특별시,송파구,11710,서울특별시 송파구 양산로8길 17,서울특별시 송파구 거여동 251-23,37.49141,127.1454754763,30,서울특별시 송파구,02-2147-3130,송파경찰서,N,,6.3~14.8,2020-03-11
2,임마누엘집,서울특별시,송파구,11710,서울특별시 송파구 양산로10길 26,서울특별시 송파구 거여동 251-40,37.491428,127.146669,30,서울특별시 송파구,02-2147-3130,송파경찰서,N,,6.3~14.8,2020-03-11
1,금실경로당,서울특별시,양천구,11470,서울특별시 양천구 지양로 21,,37.518431,126.837175,30,서울특별시 양천구,02-2620-3708,양천경찰서,Y,1.0,15,2021-06-21
1,구립양천어르신요양센터,서울특별시,양천구,11470,서울특별시 양천구 신월로 26,,37.512911,126.8270743,50,서울특별시 양천구,02-2620-3708,양천경찰서,N,0.0,20,2021-06-21
1,장수공원,서울특별시,양천구,11470,,서울특별시 양천구 신월동,37.522657,126.847612,50,서울특별시 양천구,02-2620-3708,양천경찰서,N,0.0,30,2021-06-21
1,오솔길근린공원,서울특별시,양천구,11470,,서울특별시 양천구 신월동,37.52122785,126.8358741,30,서울특별시 양천구,02-2620-3708,양천경찰서,N,0.0,20,2021-06-21
1,오금어르신사랑방,서울특별시,양천구,11470,서울특별시 양천구 목동남로2길 50-5,,37.50633189,126.863764,30,서울특별시 양천구,02-2620-3708,양천경찰서,Y,1.0,7,2021-06-21
1,밝은내어르신복지센터,서울특별시,양천구,11470,서울특별시 양천구 신월로24길 19,,37.520098,126.8473652,30,서울특별시 양천구,02-2620-3708,양천경찰서,Y,1.0,6,2021-06-21
1,양천어르신종합복지관,서울특별시,양천구,11470,서울특별시 양천구 목동로3길 106,,37.510414,126.858611,50,서울특별시 양천구,02-2620-3708,양천경찰서,Y,1.0,30,2021-06-21
1,영등포구노인복지회관,서울특별시,영등포구,11560,서울특별시 영등포구 당산로 123,서울특별시 영등포구 당산동3가 385-1,37.52596361,126.8963695,30,서울특별시 영등포구,02-2670-3889,영등포경찰서,Y,3.0,6,2021-06-10
1,영등포공원,서울특별시,영등포구,11560,서울특별시 영등포구 신길로 275,서울특별시 영등포구 영등포동 582-3,37.51612663,126.9121286,30,서울특별시 영등포구,02-2670-3889,영등포경찰서,N,0.0,5,2021-06-10
1,메낙골공원,서울특별시,영등포구,11560,서울특별시 영등포구 신길1동 4934-4,서울특별시 영등포구 신길1동 4934-4,37.506849,126.915255,30,서울특별시 영등포구,02-2670-3889,영등포경찰서,N,0.0,6,2021-06-10
1,대림어린이공원,서울특별시,영등포구,11560,서울특별시 영등포구 대림로 106,서울특별시 영등포구 대림동 870,37.49133176,126.9030162,30,서울특별시 영등포구,02-2670-3889,영등포경찰서,N,0.0,13,2021-06-10
