"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11290-00019,새소리,어린이공원,,서울특별시 성북구 돈암1동 626-2,37.600751,127.025382,1371,체력단련시설1,"그네1, 조합놀이대1",장의자3,,,1976-12-30,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00020,종암,어린이공원,,서울특별시 성북구 종암동 104-6,37.600081,127.037198,1514,,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자7",,,1991-02-11,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00021,솔향기,어린이공원,,서울특별시 성북구 길음1동 1190,37.608108,127.021295,4031,체력단련시설4,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자8",,,2003-12-05,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00022,해맑은,어린이공원,,서울특별시 성북구 길음1동 591-17,37.608493,127.020925,2089,체력단련시설1,,장의자2,,,2003-12-05,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00023,한울,어린이공원,,서울특별시 성북구 정릉2동 169-6,37.605709,127.013686,2675,체력단련시설8,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자4",,,2003-12-05,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00024,솔숲,어린이공원,,서울특별시 성북구 정릉1동 170-10,37.604746,127.014971,2922,체력단련시설5,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자4",,,2005-07-29,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00025,동망봉,어린이공원,,서울특별시 성북구 보문동3가 229-1,37.5838591,127.017073,6730,체력단련시설3,조합놀이대1,"정자3, 장의자4",,,2007-10-04,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00026,맑은숲,어린이공원,,서울특별시 성북구 장위동 317-1,37.62144056,127.0463288,1601,,"그네1, 조합놀이대1",장의자4,,,2005-07-29,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00027,화랑,어린이공원,,서울특별시 성북구 석관동 407-6,37.608453,127.054559,2213,체력단련시설4,"그네1, 모래밭1, 조합놀이대1",장의자12,,,2004-11-17,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00028,매화,어린이공원,서울특별시 성북구 북악산로15길 42,,37.60011962,127.0207412,1595,체력단련시설4,조합놀이대1,장의자6,,,2004-11-17,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00029,고암,어린이공원,,서울특별시 성북구 종암동 133-5,37.599243,127.031027,1449,체력단련시설3,조합놀이대1,장의자6,,,2005-06-02,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00030,옛시장,어린이공원,,서울특별시 성북구 종암동 135-4,37.602273,127.033882,958,체력단련시설5,,장의자4,,,2005-09-08,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00031,늘푸른,어린이공원,,서울특별시 성북구 길음1동 1284-14,37.607521,127.018009,1580,체력단련시설3,,"정자1, 장의자4",,,2005-05-12,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00032,아름,어린이공원,,서울특별시 성북구 길음1동 1284-1,37.607521,127.018009,2167,체력단련시설2,"모래밭1, 조합놀이대1","정자1, 장의자2",,,2005-05-12,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00033,벌집,어린이공원,,서울특별시 성북구 종암동 134-3,37.599625,127.038799,1788,체력단련시설5,"그네1, 모래밭1, 조합놀이대1","정자2, 장의자2",,,2003-03-08,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00034,일신,어린이공원,,서울특별시 성북구 종암동 134-8,37.599625,127.038799,950,체력단련시설5,"그네1, 모래밭1, 조합놀이대1","정자2, 장의자1",,,2003-03-08,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00035,길음골,소공원,,서울특별시 성북구 길음1동 1285-9,37.609589,127.018679,1244,체력단련시설2,,"정자1, 장의자9",,,2005-05-12,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00036,길섶,소공원,,서울특별시 성북구 길음1동 1285-10,37.609589,127.018679,383,,,,,,2005-05-12,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00037,잔월,소공원,,서울특별시 성북구 하월곡동 230-1,37.604178,127.041001,481,체력단련시설2,,,,,2007-06-21,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00038,행복한,소공원,,서울특별시 성북구 길음1동 1284-13,37.607521,127.018009,1173,,,"정자1, 장의자2",,,2005-05-12,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00039,두레,소공원,,서울특별시 성북구 길음1동 1284-8,37.607521,127.018009,287,,,"정자1, 장의자2",,,2005-05-12,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00040,돌마루,소공원,,서울특별시 성북구 삼선동3가 116-1,37.5880187,127.012142,877,,,"정자1, 장의자6",,,2006-05-18,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00041,되너미,소공원,,서울특별시 성북구 돈암동 644-1,37.586644,127.012756,1069,,,장의자5,,,2007-06-07,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00042,꿈빛,소공원,,서울특별시 성북구 정릉동 1039,37.586644,127.012756,719,체력단련시설4,,"정자1, 장의자3",,,2007-05-17,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00043,길음2구역,근린공원,,"서울특별시 성북구 길음동 1284, 일대",37.60504961,127.022011,5207.4,,,장의자10,도서관1,,2009-01-02,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00044,정릉동,근린공원,,서울특별시 성북구 정릉동 1021-2,37.61846189,127.0045308,5779.1,,,,,,2019-10-21,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00045,자주바위,어린이공원,,서울특별시 성북구 보문동6가 458-3,37.58287149,127.0178925,1519.3,,"조합놀이대1, 시소1, 기타3",앉음벽2,,,2006-10-09,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00046,맑은소리,소공원,,"서울특별시 성북구 길음동 499, 일대",37.6108385,127.0245875,2549.1,,,"파고라1, 장의자6",,,2009-01-02,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00047,별빛누리,소공원,,서울특별시 성북구 정릉동 1053-2,37.612095,126.985863,949,체력단련시설4,,"파고라1, 장의자7",,,2006-10-19,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00048,돌이음,소공원,,서울특별시 성북구 석관동 410-3,37.6093012,127.052577,1103.4,,,"파고라3, 장의자3, 흔들그네2",,,2007-08-09,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00049,도란도란,소공원,,서울특별시 성북구 석관동 410-4,37.6093807,127.026312,426,,,"파고라3, 장의자2, 흔들그네2",,,2007-08-09,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00050,상길례,문화공원,,서울특별시 성북구 장위동 289-29,37.6196908,127.0431887,4090.2,체력단련시설4,,장의자10,,,2008-04-03,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00051,북악산,근린공원,,서울특별시 성북동 산 25-52일대,37.5931371,126.9871874,87616.5,체력단력기구35,,,,,2020-06-29,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00052,북한산,근린공원,,서울특별시 정릉동 산12-1,37.62301953,127.0060971,93472.9,,,"장의자1,정자43",,,2020-06-29,서울특별시 성북구청,02-2241-3668,2021-06-16
11290-00053,삼청,근린공원,,서울특별시 성북동 산25-52,37.5931371,126.9871874,73.6,,,,,,2020-06-29,서울특별시 성북구청,02-2241-3668,2021-06-16
