"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11380-00025,신흥어린이공원,어린이공원,,서울특별시 은평구 신사 31-2,37.6063100000,126.9342000000,937.90,"달리기운동1,파도타기1,공중걷기1","조합놀이대1,시소2, 그네1,모래놀이시설","화장실1,음수대1",,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00026,아까시아어린이공원,어린이공원,,서울특별시 은평구 신사 200-27,37.5913120000,126.9289710000,982.00,"롤링웨이스트 1,트리플트위스트 1,워밍암 1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00027,개나리어린이공원,어린이공원,,서울특별시 은평구 신사 237-177,37.5907210000,126.9058130000,2896.00,"제자리높이뛰기1,무릎펴서걷기1,허리돌리기2, 허리흔들기2",조합놀이대1,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00028,응암4동어린이공원,어린이공원,,서울특별시 은평구 응암 742-9,37.6054830000,126.9309220000,1526.00,"크로스컨트리1, 워밍암1,스트레칭로라1, 멀티즘1,롤링웨이트1, 풀웨이트1,오버턴스트레칭1,허리돌리기1",조합놀이대1,음수대1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00029,불광어린이공원,어린이공원,,서울특별시 은평구 불광 236-5,37.6031570000,126.9292880000,496.00,"트리플트위스트1,롤링웨이스트 1","조합놀이대1,그네1",음수대1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00030,응암9어린이공원,어린이공원,,서울특별시 은평구 응암동 761-9,37.6034590000,126.9322370000,2244.30,"양팔줄운동1,파도타기1,마라톤운동1,온몸허리돌리기1","조합놀이대1,경사놀이대1, 그네1, 시소1, 미끄럼틀1,흔들놀이1, 유아놀이대1,모래놀이시설","음수대1,벽천1",,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00031,다래어린이공원,어린이공원,,서울특별시 은평구 응암동751-22,37.5924200000,126.9105840000,584.90,"크로스컨트리1, 워밍암1,체어웨이트1, 풀웨이트1,,트윈트위스트1, 롤링웨이스트1,스트레칭로라1,레그스트레치 1","조합놀이대1,그네1,유아용조합놀이대1,흔들놀이 2",아리수음수대1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00032,연신어린이공원,어린이공원,,서울특별시 은평구 불광 339,37.6002680000,126.9064720000,1236.00,"온몸허리돌리기2,거꾸리머신1,온몸근육풀기1,온몸지압기1,하늘걷기1,옆파도타기1","조합놀이대1,그네 1,시소2,흔들놀이 2",화장실1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00033,양천리누리터 어린이공원,어린이공원,,서울특별시 은평구 녹번동 281-4,37.6400750000,126.9328820000,5153.30,"트윈트위스트1, 체어웨이트1,롤링웨이스트1","조합놀이대1,유아조합놀이대2,4인시소2, 흔들놀이대4,그네1, 건너는기구1,,스피드레이서1","화장실1,음수대1,바닥분수 1",,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00034,응암3재건축구역내 어린이공원,어린이공원,,서울특별시 은평구 응암동 240-7,37.5930200359,126.9221859255,1602.00,"사이클1,트위스트1,레그프레스1,크로스컨트리1,로잉머신1","조합놀이대1,그네1,흔들놀이3",음수대 1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00035,응암10재개발구역내 어린이공원,어린이공원,,서울특별시 은평구 응암동 767-1,37.6187840000,126.9308340000,4144.80,"어깨손목돌리기1,옆파도타기1,구름다리걷기2,다리뻗히기2,배드민턴장1","조합놀이대1,그네2,시소1, 흔들놀이대2,,모래놀이시설 1","음수대 1,바닥분수 1",,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00036,응암1구역어린이공원,어린이공원,,서울특별시 은평구 응암동764-2,37.6293660000,126.9270140000,3090.10,"역기내리기1, 달리기운동1,노젓기1, 하늘걷기1,허리돌리기1, 평행봉1,오금펴기1,상체돌리기1","그네 1,미끄럼틀 1,흔들놀이기구 2,등반오르기 1,조합놀이대 1 모래놀이터 1,시소1","음수대 1,벽천분수 1",,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00037,북한산,근린공원,,서울특별시 은평구 불광동 산42-5,37.6057990000,126.9409030000,60789.00,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8003,2021-05-01
11380-00038,봉산,근린공원,,서울특별시 은평구 구산동 산136-5,37.5851950000,126.8919410000,173394.20,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8003,2021-05-01
11380-00039,서오능,근린공원,,서울특별시 은평구 진관동 산63-4,37.6384025764,126.9138098934,58509.50,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8003,2021-05-01
11380-00040,불  광,근린공원,,서울특별시 은평구 불광동 산33-1,37.6149680000,126.9103270000,118314.20,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8005,2021-05-01
11380-00041,백  련,근린공원,,서울특별시 은평구응암동 산1-27,37.6083600000,126.9194860000,205090.90,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8004,2021-05-01
11380-00042,진  관,근린공원,,서울특별시 은평구 진관동 산95 일대,37.6163400000,126.9314550000,585480.10,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8005,2021-05-01
11380-00043,향   림,근린공원,,서울특별시 은평구진관동 산52,37.6293321935,126.9273553535,202993.00,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8016,2021-05-01
11380-00044,신  사,근린공원,,서울특별시 은평구 신사동 산80-64일대,37.6046860000,126.9152350000,71848.10,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8004,2021-05-01
11380-00045,물 푸 레,근린공원,,서울특별시 은평구 진관동 산100-44,37.6378399622,126.9165116853,147441.60,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00046,기 자 촌,근린공원,,서울특별시 은평구 진관동 106-17,37.6214040000,126.9285960000,128953.70,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8016,2021-05-01
11380-00047,녹번서,근린공원,,서울특별시 은평구 녹번동 85-1,37.6140340000,126.9205020000,29945.00,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00048,녹번동,근린공원,,서울특별시 은평구 녹번동 산27,37.6032511658,126.9322993236,25854.70,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00049,거 북 골,근린공원,,서울특별시 은평구구산동 산37-4,37.5999150000,126.9259920000,43812.60,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00050,구  산,근린공원,,서울특별시 은평구구산동 산48-7,37.5871110000,126.9190330000,12445.70,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00051,상림,근린공원,,서울특별시 은평구진관동 5-3,37.6147620000,126.9079010000,4749.80,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00052,못자리골,근린공원,,"서울특별시 은평구진관동13-2, 12-1",37.5867310000,126.9230940000,16176.10,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00053,덕수천,근린공원,,서울특별시 은평구진관동 14-3,37.6092510000,126.9065600000,5569.10,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00054,마고정,근린공원,,서울특별시 은평구진관동 101-2,37.6117870000,126.9099810000,4551.60,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00055,우물골,근린공원,,"서울특별시 은평구진관동 85-1,2,3",37.6351344788,126.9253781615,7203.10,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00056,신도,근린공원,,서울특별시 은평구진관동 206-21,37.5942880000,126.9195950000,12020.00,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00057,마실길,근린공원,,서울특별시 은평구진관동 125-22,37.6411847166,126.9428672690,45170.50,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00058,역촌동소공원,소공원,,"서울특별시 은평구 역촌동85-34,36",37.6114420000,126.9101620000,318.00,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00059,거북이소공원,소공원,,서울특별시 은평구 구산동 309-38,37.6148860000,126.9077740000,250.00,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00060,요  산소공원,소공원,,서울특별시 은평구 불광동 13-33외 3,37.5918270000,126.9182520000,805.00,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00061,응암9구역소공원,소공원,,서울특별시 은평구 응암동 761-7,37.6090410000,126.9293620000,880.80,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00062,불광3구역소공원,소공원,,서울특별시 은평구 불광동641-1일대,37.6484970000,126.9298260000,7274.10,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00063,불광6구역소공원,소공원,,서울특별시 은평구 불광동 638-3 일대,37.6484970000,126.9298260000,1919.00,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00064,불광7구역소공원,소공원,,서울특별시 은평구 불광동 643-3,37.6461450000,126.9275560000,3120.00,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00065,응암3주택 재개발구역내소공원,소공원,,서울특별시 은평구 응암동 762-4,37.6331980000,126.9190960000,1641.60,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00066,폭포동소공원,소공원,,서울특별시 은평구 진관동 158-14일원,37.6370750000,126.9164930000,1087.80,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00067,잿말소공원,소공원,,서울특별시 은평구 진관동 195-16,37.6341960000,126.9254280000,245.10,,,"석지 2, 의자석 2, 괴석 3",,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00068,한옥마을소공원,소공원,,서울특별시 은평구 진관동 211-34,37.6320160000,126.9307600000,58.70,,,"의자석2, 경관석1",,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00069,신사동(새절)소공원,소공원,,서울특별시 은평구 신사동372-1,37.6353990000,126.9347940000,782.60,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00070,녹번1-2지구 주택재개발정비구역내소공원,소공원,,서울특별시 은평구 녹번동 283-7,37.6320160000,126.9307600000,5804.20,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00071,금암문화공원 (은평뉴타운제1호문화공원),주제공원,,서울특별시 은평구 진관동 53-5,37.6248060000,126.9274100000,6857.10,운동시설8,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00072,제각말문화공원 (은평뉴타운제2호 문화공원),주제공원,,서울특별시 은평구 진관동 135-26,37.6263690000,126.9253980000,55721.80,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01
11380-00073,불광위령탑마을마당,기타공원,,서울특별시 은평구 불광1 247-4,37.6136200000,126.9297770000,940.00,,,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00074,구산마을마당,기타공원,,서울특별시 은평구 구산 산173-23,37.5955610000,126.9043470000,387.00,"온몸근육풀기1,궁중걷기1,허리돌리기1",장기판1,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00075,신사마을마당,기타공원,,서울특별시 은평구 불광1 247,37.5943850000,126.9086430000,203.00,"하늘걷기1,마라톤운동1,온몸근육풀기1","조합놀이대1,흔들놀이2",,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00076,대조마을마당,기타공원,,서울특별시 은평구 대조 48-42,37.6413420000,126.9422280000,183.50,"온몸역기올리기1,온몸근육풀기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00077,자투리(녹번)마을마당,기타공원,,서울특별시 은평구 녹번 103-23,37.5995520000,126.9155510000,165.00,"로라마사지기머신1,오버헤드폴리머신1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00078,자투리(신사)마을마당,기타공원,,서울특별시 은평구 신사2 300-153,37.6182670000,126.9328120000,236.00,허리돌리기2,,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00079,불광동마을마당,기타공원,,서울특별시 은평구 불광 331-106,37.6182670000,126.9328120000,324.00,"온몸돌리기1,온몸밀어올리기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00080,역촌동마을마당,기타공원,,서울특별시 은평구 역촌 2-108,37.6192340000,126.9361280000,230.10,"온몸근육풀기1,온몸역기올리기1,옆파도타기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00081,갈현동마을마당,기타공원,,서울특별시 은평구 갈현 526-6,37.6192340000,126.9361280000,249.90,"하늘걷기1,온몸허리돌리기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00082,신사2동마을마당,기타공원,,서울특별시 은평구 신사 200-170,37.6122700000,126.9392870000,175.00,"허리돌리기2,공중걷기1,상체근육풀기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00083,역촌2동마을마당,기타공원,,서울특별시 은평구 역촌2 62-21,37.6169030000,126.9289720000,395.70,,"유아용조합놀이대1,네트놀이대1, 석탑2,돌기둥3, 모래놀이터1","지압발판1,꽃담,음수대1",,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00084,응암1동마을마당,기타공원,,서울특별시 은평구 응암 97-17,37.6300170000,126.9302440000,635.30,"크로스컨트리1,롤링웨이스트1,온몸근육풀기1,허리돌리기2","모래놀이터1,조합놀이대1",,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00085,불광3동마을숲마을마당,기타공원,,서울특별시 은평구 불광3 480-181,37.5870150000,126.9231410000,807.00,"스텝싸이클1,크로스컨트리1,트윈바디실업1,체어웨이트1,온몸역기올리기1","사면슬라이드놀이대1,모래놀이터1",,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00086,대조동청사옆마을마당,기타공원,,서울특별시 은평구 대조 214-8,37.6443320000,126.9180090000,130.30,"스윙워커머신1,트위스트머1,서핑롤링머신1",,음수대1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00087,연천초교앞마을마당,기타공원,,서울특별시 은평구 불광2 137-5,37.6051920000,126.9233870000,347.00,"트윈트위스트1,스트레칭로라1","모래놀이집1,모래놀이터1",,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00088,구산동마을공원,기타공원,,서울특별시 은평구 구산동 340-1,37.6015180000,126.9297620000,2811.00,"파도타기1,온몸역기올리기1,온몸허리돌리기1,온몸근육풀기1,옆파도타기1,온몸지압기1,다리뻗히기1,마라톤운동1,온몸허리돌리기1","조합놀이대1, 모래놀이터1,파이프놀이대4","바닥분수1, 음수대1,화장실1, 공중전화1",,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00089,도원극장옆마을마당,기타공원,,서울특별시 은평구 녹번동 74-5,37.6058480000,126.9268970000,48.80,,,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00090,응암3동마을마당,기타공원,,서울특별시 은평구 응암3동 337-52,37.6059540000,126.9276160000,518.00,"온몸허리돌리기1,다리뻗히기1,온몸근육풀기1,하늘걷기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00091,구현초교 앞마을마당,기타공원,,서울특별시 은평구 구산동 산41-19,37.6161160000,126.9304210000,541.00,"온몸지압기1,온몸근육풀기1,온몸역기올리기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00092,녹번동마을마당,기타공원,,서울특별시 은평구 녹번동 104-7,37.6085360000,126.9072230000,754.00,"온몸허리돌리기1,옆파도타기1,하늘걷기1,온몸근육풀기1","조합놀이대1,흔들놀이2",,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00093,연신초교옆마을마당,기타공원,,서울특별시 은평구 불광3동 69,37.6105010000,126.9188880000,711.00,"온몸지압기1,온몸허리돌리기1,온몸근육풀기1,하늘걷기1,온몸역기올리기1",유아용조합놀이대1 그네1,음수대1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00094,구산동청사앞소공원,기타공원,,서울특별시 은평구 구산동 27-7,37.5993950000,126.9320510000,335.90,"온몸허리돌리기1,온몸근육풀기1,온몸허리돌리기1,온몸근육풀기1, 하늘걷기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00095,구산동마을공원확대,기타공원,,서울특별시 은평구 구산동 345-6,37.6151200000,126.9077800000,157.00,,,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00096,구산초교앞마을마당,기타공원,,서울특별시 은평구 구산동 153-2,37.5956020000,126.9190660000,135.00,,,담쟁이담장,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00097,팜스퀘어 소공원,기타공원,,서울특별시 은평구 대조동 240-3,37.5970180000,126.9067340000,268.80,"온몸지압기1,온몸허리돌리기1,파도타기1, 하체근육풀기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00098,신사2동 공공공지,기타공원,,서울특별시 은평구 신사2동 163-51,37.5938940000,126.9081120000,1848.00,"허리돌리기1, 오금펴기1,상체근육풀기1,하체근육풀기1,양팔로프당기기1,등,허리지압기1,",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00099,오손길마을마당,기타공원,,서울특별시 은평구 응암동 365-30,37.5915620000,126.9025670000,139.00,"하늘걷기1,옆회전운동1,원그리기운동1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01
11380-00100,평화공원,기타공원,,서울특별시 은평구 녹번동 153-1,37.6051488334,126.9230105000,5700.10,"공중걷기, 마라톤달리기 등",,"분수1, 조각상2, 동상1, 기념비1, 관리초소2, 음수대1, 지하주차장1",,,,서울시특별시 은평구청 공원녹지과,02-351-8014,2021-05-01
11380-00101,물빛공원,기타공원,,서울특별시 은평구 갈현동 397,37.6189620031,126.9211621249,2051.00,,,,,,,서울시특별시 은평구청 공원녹지과,02-351-8014,2021-05-01
