"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11260-00012,꽃동산,어린이공원,,서울특별시 중랑구 망우3 441,37.591210,127.099100,1004,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00013,달동산,어린이공원,,서울특별시 중랑구 망우3 520-6,37.592170,127.095200,985,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00014,샛  별,어린이공원,,서울특별시 중랑구 망우3 416-1,37.593360,127.100800,950,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00015,햇  님,어린이공원,,서울특별시 중랑구 망우3 474-11,37.593570,127.095300,593,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00016,안  골,어린이공원,,서울특별시 중랑구 신내1 474-33,37.604490,127.097800,184,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00017,한아름,어린이공원,,서울특별시 중랑구 신내2 656-1,37.613240,127.094100,2006,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00018,꽃피울,어린이공원,,서울특별시 중랑구 신내2 660-1,37.608350,127.099845,1500,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00019,신  현,어린이공원,,서울특별시 중랑구 상봉1 484-1,37.603430,127.089700,1492,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00020,망우동,어린이공원,,서울특별시 중랑구 망우본 583-2,37.601260,127.106500,2909,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00021,면  목,어린이공원,,서울특별시 중랑구 면목본 127-33,37.589500,127.085900,993,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00022,양  지,어린이공원,,서울특별시 중랑구 면목본 98-20,37.590300,127.089100,980,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00023,겸  재,어린이공원,,서울특별시 중랑구 면목본 70-3,37.587940,127.093200,976,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00024,오거리,어린이공원,,서울특별시 중랑구 면목7 351,37.577070,127.084400,1357,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00025,열  매,어린이공원,,서울특별시 중랑구 면목2 142-15,37.588650,127.081000,1193,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00026,사  랑,어린이공원,,서울특별시 중랑구 면목5 153-6,37.585640,127.081900,1010,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00027,남  촌,어린이공원,,서울특별시 중랑구 면목본 110-1,37.585640,127.091300,1011,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00028,햇  살,어린이공원,,서울특별시 중랑구 면목2 137-14,37.589890,127.083200,867,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00029,까  치,어린이공원,,서울특별시 중랑구 면목3·8 570,37.583500,127.087200,3232,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00030,샘  터,어린이공원,,서울특별시 중랑구 면목4 656,37.573030,127.083300,1592,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00031,송  계,어린이공원,,서울특별시 중랑구 면목5 173-1,37.584500,127.077900,1020,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00032,소  파,어린이공원,,서울특별시 중랑구 면목3·8 42-1,37.589280,127.095700,1016,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00033,섬  들,어린이공원,,서울특별시 중랑구 면목본 86-3,37.591450,127.092500,1005,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00034,한  신,어린이공원,,서울특별시 중랑구 면목2 178-19,37.588130,127.076900,995,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00035,이  화,어린이공원,,서울특별시 중랑구 면목3·8 30-38,37.586990,127.100300,215,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00036,봉  황,어린이공원,,서울특별시 중랑구 상봉2 114-1,37.595020,127.084800,1014,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00037,상  봉,어린이공원,,서울특별시 중랑구 상봉2 122-31,37.593090,127.082500,1058,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00038,상  리,어린이공원,,서울특별시 중랑구 상봉2 136-35,37.591900,127.073900,1005,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00039,봉  화,어린이공원,,서울특별시 중랑구 중화2 302-57,37.598110,127.077400,825,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00040,중화리,어린이공원,,서울특별시 중랑구 중화1 280-16,37.598110,127.077400,942,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00041,초  롱,어린이공원,,서울특별시 중랑구 중화2 323-14,37.595700,127.072800,1433,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00042,배  꽃,어린이공원,,서울특별시 중랑구 중화2 332-48,37.604150,127.075000,1396,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00043,세  화,어린이공원,,서울특별시 중랑구 중화2 328-14,37.599180,127.073800,1148,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00044,본  동,어린이공원,,서울특별시 중랑구 중화1 131-20,37.601100,127.085800,248,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00045,소  망,어린이공원,,서울특별시 중랑구 묵2 240-100,37.611090,127.074900,1225,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00046,먹  골,어린이공원,,서울특별시 중랑구 묵1 177-5,37.611430,127.079100,1006,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00047,등나무,어린이공원,,서울특별시 중랑구 망우본 492-6,37.597700,127.096600,988,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00048,갓바위,어린이공원,,서울특별시 중랑구 망우본 155-2,37.599030,127.103300,996,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00049,방  죽,어린이공원,,서울특별시 중랑구 망우본 344-11,37.602380,127.102700,1002,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00050,새  싹,어린이공원,,서울특별시 중랑구 면목동 164-2,37.582683,127.081315,1057,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00051,묵  동,어린이공원,,서울특별시 중랑구 묵1 396-1,37.612574,127.078524,1687,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00052,묵동소공원,소공원,,서울특별시 중랑구 묵동 164-26,37.615572,127.078098,167,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00053,묵1동소공원,소공원,,서울특별시 중랑구 묵동 396-2,37.611736,127.077666,854,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
11260-00054,코오롱하늘채앞소공원,소공원,,서울특별시 중랑구 면목동 1537-1,37.57196989,127.0864508,1222,,,,,,,서울특별시 중랑구청,02-2094-2364,2020-11-12
